ORIG_FID,D_Angle,POINT_X,POINT_Y,SVI_ID,building,sky,tree,road,sidewalk,person,car,skyscraper,streetlight,wall,fence,railing,awning,signboard,ashcan,earth,van,plant,chair,bulletin board,grass,bicycle,ceiling,minibike,windowpane,mountain,column,bridge,water,sculpture,fountain,booth,lamp,pier,glass,sofa
2216,36.68042461,-73.96024554,40.76196111,2629,0.423926,0.116133,0.018414,0.394492,0.019926,0.000582,0.025227,0.0,4.3e-05,0.0,0.0,0.0,0.0,0.0,2.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2217,34.97604396,-73.95979746,40.76259224,2630,0.38298,0.088379,0.078246,0.346117,0.015805,0.0,0.037594,0.0,0.0,0.0,0.0,0.0,0.001977,0.0,0.002941,0.0,0.037785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2218,36.0040282,-73.95934531,40.76321998,2631,0.333484,0.096395,0.094438,0.379297,0.020023,0.002277,0.031039,0.0,0.0,0.0,0.0,0.0,0.0,0.001469,0.0,0.0,0.038938,0.000227,0.0,0.0,0.000934,0.0,0.0,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2219,36.30035891,-73.95888752,40.76384475,2632,0.370738,0.084969,0.081812,0.371008,0.010645,0.002152,0.06516,0.0,9e-05,0.0,0.0,0.0,0.001441,0.000863,0.003906,0.0,0.005102,0.0,0.0,0.0,0.0,0.0,0.0,0.000215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2220,36.25121384,-73.95842966,40.76446891,2633,0.260488,0.085285,0.183949,0.370172,0.018043,0.001211,0.075184,0.002727,0.001863,0.000734,0.0,0.0,0.0,0.000344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2221,35.880191,-73.95797329,40.76509779,2634,0.386277,0.068254,0.083887,0.404262,0.010344,0.018008,0.02148,0.0,0.0,0.0,0.0,0.0,0.000613,0.0,0.0,0.0,0.00084,0.005008,0.0,0.0,0.001027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2222,36.09505384,-73.95751889,40.76572218,2635,0.418215,0.068992,0.060074,0.335797,0.025496,0.003113,0.069316,0.0,0.002191,0.0,0.0,0.0,0.0,0.006148,0.00682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,36.12570469,-73.95706192,40.76634842,2636,0.391625,0.068512,0.091262,0.368305,0.025973,0.003672,0.03252,0.0,3.9e-05,0.0,0.0,0.0,0.0,0.000227,0.001965,0.0,0.004027,0.001066,0.0,0.0,7.8e-05,0.010199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2224,36.35757068,-73.95660403,40.76697168,2637,0.400781,0.045621,0.116926,0.356438,0.021426,0.00143,0.047605,0.0,0.0,0.0,0.0,0.0,0.0,0.004816,0.002152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,36.18335781,-73.95515112,40.76896405,2640,0.469703,0.052367,0.037965,0.383383,0.02741,0.000387,0.01852,0.0,0.00082,0.000871,0.0,0.0,0.0,3.1e-05,0.00402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,36.02328034,-73.95468776,40.76960035,2641,0.455449,0.092656,0.011848,0.374926,0.025145,0.0,0.033504,0.0,0.0,0.0,0.0,0.0,0.0,0.001215,0.003719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,36.12790391,-73.95422528,40.77023451,2642,0.425516,0.069,0.044754,0.40152,0.013031,0.004367,0.023629,0.008434,9.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,36.08155392,-73.95329886,40.77150404,2643,0.394234,0.058672,0.086535,0.421625,0.011934,0.000527,0.023465,0.000598,9.4e-05,0.0,0.0,0.0,0.000891,0.0,0.0,0.0,0.001332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2233,35.99988937,-73.95137433,40.77413696,2646,0.365199,0.072176,0.05552,0.356586,0.020297,0.000156,0.072383,0.020996,0.001453,0.002977,0.0,0.0,0.01675,0.001539,0.0,0.0,0.000336,0.010496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2234,36.08427824,-73.95091197,40.77477186,2647,0.440457,0.054805,0.021168,0.446066,0.009836,0.001879,0.016512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006793,0.001719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,35.8881237,-73.95045023,40.77540888,2648,0.427051,0.060055,0.049691,0.236582,0.009676,0.001246,0.20802,0.0,0.000453,0.000109,0.0,0.0,0.0,0.001906,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2236,36.30043882,-73.949987,40.7760418,2649,0.36548,0.130594,0.05516,0.390527,0.011246,0.000246,0.034102,0.0,0.0,0.0,0.003352,0.0,0.0,0.001027,0.00075,0.0,0.002105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2239,36.0262391,-73.94853115,40.77803356,2652,0.379086,0.046812,0.118289,0.287617,0.009746,0.001391,0.037555,0.0,0.000285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101215,0.000906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,36.10855684,-73.94807276,40.77866241,2653,0.461629,0.061852,0.031594,0.372043,0.010191,0.00132,0.028391,0.006852,0.001234,0.0,0.018008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2241,36.07731689,-73.94761798,40.77928643,2654,0.334711,0.088441,0.117535,0.341281,0.020383,0.000441,0.065539,0.028141,0.000742,0.0,0.00084,0.0,0.0,0.00177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2242,36.19429435,-73.9471575,40.77991637,2655,0.470676,0.058488,0.047117,0.239324,0.00882,0.000766,0.0325,0.0,0.000176,0.000742,0.0,0.0,0.0,0.0,0.0,0.0,0.141391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2243,36.15680423,-73.94669885,40.78054382,2656,0.281648,0.060445,0.220684,0.302164,0.01166,0.001598,0.107051,0.0,0.001969,0.0,0.0,0.0,0.0,0.000199,0.0,0.0,0.0,0.003121,0.0,0.0,0.0,0.0,0.0,0.00893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2244,36.37730086,-73.94623838,40.7811701,2657,0.34607,0.085375,0.09123,0.325156,0.024035,0.000305,0.11873,0.0,0.000539,0.000883,0.0,0.0,0.0,4e-06,0.003297,0.0,0.0,0.001355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2245,36.14876716,-73.94578062,40.7817955,2658,0.254395,0.165141,0.106238,0.307949,0.003043,0.001332,0.025453,0.0,0.0,0.002332,0.01127,0.0,0.0,0.002395,0.0,0.0,0.000121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2246,36.22065828,-73.94531892,40.78242626,2659,0.210828,0.278441,0.062832,0.288508,0.049961,0.0,0.105332,0.0,2e-05,0.0,0.001355,0.0,0.0,0.0,0.002496,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2247,35.92778258,-73.94486464,40.78305162,2660,0.114984,0.330148,0.059242,0.264176,0.116797,0.000535,0.069316,0.0,2e-05,0.002543,0.0,0.0,0.0,0.009059,0.0,0.0,0.0,0.001648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250,36.75958077,-73.9429635,40.78564906,2664,0.386387,0.09175,0.063152,0.382258,0.014605,0.0,0.050883,0.0,0.000441,0.0,0.004535,0.0,0.0,0.0,0.0,0.0,0.0,0.00473,0.0,0.0,0.000211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2251,36.90596245,-73.94249027,40.78628004,2665,0.364172,0.136859,0.027312,0.393207,0.025215,0.003609,0.005672,0.0,5.9e-05,0.0,0.023883,0.0,0.0,0.001559,0.0,0.0,0.0,0.0,0.0,0.0,0.000863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2252,34.76379827,-73.94204205,40.78691384,2666,0.245125,0.199055,0.080281,0.353039,0.028559,0.001285,0.007957,0.0,0.000176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068328,0.015855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2253,36.2169123,-73.94158649,40.78754378,2667,0.251117,0.196246,0.093672,0.40175,0.029641,0.002227,0.012184,0.0,0.000367,0.000426,0.000402,0.008094,0.0,0.00075,0.003105,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,36.17746856,-73.94112784,40.78817075,2668,0.259598,0.09648,0.180125,0.390402,0.030797,0.0,0.014664,0.0,0.001863,0.000473,0.019734,0.0,0.0,7.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2255,36.10286335,-73.94066921,40.78879922,2669,0.307887,0.119195,0.108828,0.375055,0.014703,0.00073,0.063781,0.0,0.000672,0.0,0.003758,0.0,0.0,0.001457,0.0,0.0,0.000203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256,36.15984453,-73.94020925,40.78942892,2670,0.165516,0.15566,0.200973,0.39609,0.035137,0.000262,0.02657,0.0,0.004938,0.000855,0.000773,0.0,0.0,0.005477,0.005578,0.0,0.0,0.000141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2257,36.11781822,-73.93971565,40.79010506,2671,0.211707,0.125336,0.219852,0.277238,0.065859,0.0,0.098559,0.0,2.3e-05,0.0,0.001223,0.000203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2258,36.11750502,-73.93923922,40.79075799,2672,0.238133,0.117684,0.199895,0.361809,0.040215,0.0,0.012426,0.0,0.000484,0.001668,0.00577,0.0,0.00023,6.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2259,36.50591695,-73.9387787,40.79138229,2673,0.231215,0.215883,0.086492,0.315613,0.095562,0.004625,0.033801,0.0,0.0,0.008691,0.0,0.0,0.0,9.4e-05,0.0,0.0,0.005141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,35.84044303,-73.93830112,40.79203916,2674,0.283758,0.187387,0.071855,0.339258,0.021105,0.001102,0.08118,0.0,0.001012,0.0,0.000703,0.0,0.0,0.0,0.0,0.0,0.011207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261,36.08136674,-73.93784373,40.79266813,2675,0.256359,0.170762,0.166336,0.278488,0.022809,0.003891,0.035867,0.0,0.0,0.0,0.000945,0.0,0.0,0.0,0.0,0.0,0.01277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2262,36.03602628,-73.93738676,40.79329602,2676,0.053281,0.202215,0.271746,0.366988,0.017664,4e-06,0.053832,0.0,0.001102,0.005293,0.004574,0.000324,0.0,0.003465,0.0,0.0,0.012,3.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2263,36.22448336,-73.9369061,40.79395336,2677,0.025273,0.128676,0.361793,0.250723,0.093613,0.001023,0.048113,0.0,0.000535,0.0,0.002852,0.0,0.0,0.003367,0.0,0.0,0.03375,0.020809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2264,36.14621363,-73.93601065,40.79517715,2679,0.256891,0.216574,0.07927,0.403719,0.025051,0.000699,0.010277,0.0,3.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2267,35.96476687,-73.93456381,40.79716129,2682,0.286855,0.21357,0.040527,0.384691,0.041078,0.000156,0.028285,0.0,0.000648,0.0,0.0,0.0,0.0,0.000172,0.0,0.0,0.001789,0.0,0.0,0.0,0.0,0.0,0.0,0.000441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2268,36.8162127,-73.93410013,40.7977853,2683,0.225414,0.271016,0.031262,0.342926,0.038566,0.003684,0.083039,0.0,0.00066,0.0,0.0,0.0,0.0,0.003305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2269,35.60420948,-73.93364426,40.79841527,2684,0.254953,0.160434,0.059953,0.344824,0.005316,0.000254,0.024996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2274,35.9956209,-73.97708357,40.75419755,2686,0.547258,0.004301,0.0,0.316242,0.023996,0.019828,0.071379,0.0,0.002312,0.000367,0.00048,0.0,0.0,0.0,0.0,0.0,0.003043,0.001551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2275,35.56368314,-73.97752956,40.75358147,2687,0.543961,0.014434,0.0,0.273039,0.024773,0.004957,0.128664,0.0,0.003641,0.0,0.0,0.0,0.0,0.002988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2276,36.21403171,-73.97662294,40.7548278,2688,0.551812,0.0,0.0,0.382895,0.033215,0.010992,0.008637,0.0,0.00118,0.0,0.000625,0.0,0.0,0.0,0.0,0.0,0.000422,0.000578,0.0,0.0,0.0,0.0,0.0,2.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,36.10803442,-73.97616574,40.75545404,2689,0.47202,0.014547,0.000297,0.321828,0.055008,0.012918,0.024855,0.0,0.0,0.053512,0.031102,0.0,0.0,0.01007,0.0,0.0,0.0,0.002613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2278,34.54510979,-73.97801203,40.75289927,2690,0.566363,0.014102,0.0,0.207875,0.021543,0.013992,0.109016,0.0,0.000387,0.0,0.000742,0.0,0.008613,0.010289,0.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.044125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2279,36.56617688,-73.97699208,40.72236275,2691,0.198188,0.116809,0.212035,0.358527,0.04516,0.002934,0.032691,0.0,7.8e-05,0.0,0.0,0.0,0.0,0.001578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000848,0.0,0.000148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2280,35.47470401,-73.97654772,40.72298089,2692,0.235457,0.078234,0.235875,0.329141,0.054715,0.011637,0.036289,0.0,0.0,0.0,1.6e-05,0.010812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004301,2e-05,0.0,4.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2281,35.99151247,-73.97612926,40.72355876,2693,0.254988,0.117973,0.145336,0.324594,0.089738,6.2e-05,0.003918,0.0,0.000281,0.0,0.001629,0.016641,0.001941,0.003305,0.0,0.0,0.030562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2282,36.59600906,-73.97567884,40.72416824,2694,0.246086,0.096598,0.205465,0.344859,0.076664,0.000172,0.009598,0.0,0.0,0.0,0.00634,0.0,0.0,0.001215,0.000602,0.0,0.012402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2283,35.84745965,-73.97524545,40.72476489,2695,0.251316,0.21109,0.06109,0.387668,0.014738,0.0,0.019066,0.0,0.000273,0.001551,0.009883,0.001852,0.0,0.000535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2284,36.0010671,-73.97481511,40.72535783,2696,0.248684,0.159039,0.123523,0.326969,0.04402,0.0,0.07032,0.0,0.003477,0.0,0.017812,0.002691,0.0,0.0,0.0,0.001051,0.0,0.0,0.0,0.0,0.002414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2285,36.16151943,-73.97391902,40.7265883,2698,0.411926,0.085055,0.000488,0.335688,0.085258,0.000609,0.006164,0.0,0.0,0.014328,0.058977,0.000617,0.0,0.0,0.0,0.0,0.0,0.000852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2287,36.24528141,-73.97743967,40.72175673,2700,0.283797,0.09402,0.169801,0.346309,0.096562,0.001055,0.005234,0.0,0.000984,0.0,0.002008,0.0,0.0,0.000105,0.000125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295,36.36790583,-73.97380998,40.79443086,2702,0.367242,0.096109,0.097898,0.325289,0.094473,0.0,0.009043,0.0,0.000348,0.0,0.0,0.0,0.0,0.000246,0.0,0.0,0.001578,0.003508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2296,35.83881852,-73.9742679,40.79380622,2703,0.428785,0.097898,0.03284,0.394488,0.022477,0.000699,0.016438,0.0,0.000594,0.0,0.000266,0.0,0.0,0.0,0.0,0.0,0.0,0.005406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2297,36.07461481,-73.97335098,40.79505929,2704,0.456273,0.053238,0.019781,0.388594,0.020945,8.6e-05,0.052156,0.0,8e-06,0.001824,0.0,0.0,0.0,0.001496,0.0,0.0,0.0,0.000188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,36.03510871,-73.97236709,40.796409,2706,0.27452,0.041266,0.183445,0.411,0.001652,0.000887,0.078691,0.0,0.002332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,36.36998652,-73.97144682,40.79766878,2707,0.435027,0.071145,0.020391,0.349039,0.039484,0.00184,0.075113,0.0,0.006473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2301,35.43759155,-73.96916015,40.80081383,2708,0.383676,0.092766,0.079457,0.403227,0.008742,0.0,0.022723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2303,35.41975158,-73.97564497,40.79192207,2710,0.386957,0.05266,0.100141,0.365934,0.012402,0.0,0.070934,0.0,0.000961,0.0,0.0,0.0,0.0,0.00057,0.00023,0.0,0.0,0.00509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2304,36.3728679,-73.97609686,40.79129187,2711,0.272219,0.080223,0.180762,0.389613,0.012125,0.00032,0.055938,0.0,0.001664,0.0,0.001324,0.0,0.0,0.000332,0.0,0.0,0.0,0.004617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305,35.94141192,-73.97655525,40.79066722,2712,0.382719,0.032387,0.125168,0.365277,0.007496,0.000156,0.082371,0.0,0.000633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2307,35.86882582,-73.97985563,40.78614176,2714,0.379098,0.049875,0.095922,0.340223,0.001312,0.0,0.068438,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2308,36.12201747,-73.98031583,40.78550672,2715,0.458117,0.053926,0.047191,0.320266,0.010695,0.001613,0.101766,0.0,0.001387,0.0,0.0,0.0,0.0,0.00343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310,36.23790604,-73.98177484,40.78350607,2717,0.409059,0.063613,0.088512,0.338531,0.011039,0.003508,0.065902,0.0,0.000938,0.001156,0.010785,0.0,0.0,0.000516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2311,36.61479894,-73.98270788,40.78223427,2718,0.362262,0.137402,0.058289,0.405367,0.012285,0.002586,0.021434,0.0,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2312,35.22906098,-73.98363572,40.78097466,2719,0.369539,0.049707,0.103469,0.388355,0.006805,0.0,0.038488,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2314,36.00416094,-73.98509902,40.77895607,2721,0.330828,0.051465,0.057418,0.284086,0.003086,0.037668,0.006941,0.0,0.000238,0.0,0.0,0.0,0.0,0.000148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2315,36.18487698,-73.98736064,40.77585248,2722,0.264,0.051586,0.205281,0.42475,0.027773,0.0,0.007113,0.0,8.2e-05,0.0,0.0,0.0,0.0,0.002074,0.0,0.0,0.0,0.016148,0.0,0.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316,36.13248935,-73.98782703,40.77521458,2723,0.40968,0.083367,0.018793,0.241535,0.004746,0.0,0.198691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2321,36.25939803,-73.98964335,40.77271985,2724,0.37252,0.114609,0.02575,0.36898,0.071285,0.008484,0.018199,0.0,0.0,0.014473,0.0,0.0,0.0,0.0,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2322,36.11094573,-73.99010327,40.772092,2725,0.476992,0.04943,0.004195,0.348516,0.043965,0.000781,0.060305,0.0,4e-06,0.0,0.0,0.0,0.0,0.006797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
