ORIG_FID,D_Angle,POINT_X,POINT_Y,SVI_ID,building,sky,tree,road,sidewalk,person,car,skyscraper,streetlight,wall,fence,railing,awning,signboard,ashcan,earth,van,plant,chair,bulletin board,grass,bicycle,ceiling,minibike,windowpane,mountain,column,bridge,water,sculpture,fountain,booth,lamp,pier,glass,sofa
4527,112.9877193,-73.96211115,40.76375432,5507,0.479789,0.061785,0.047312,0.326367,0.049512,0.003094,0.011348,0.0,0.002566,0.0,0.0,0.0,0.0,0.006188,0.002473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4528,112.7723957,-73.95987371,40.76281484,5511,0.341059,0.102203,0.093711,0.316559,0.015332,0.003457,0.111379,0.0,0.000957,0.0,0.000164,0.0,0.0,0.003191,0.0,0.0,0.0,0.002586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4529,112.8714539,-73.959147,40.76250934,5512,0.446938,0.019301,0.154328,0.154199,0.004891,0.0,0.14184,0.0,0.0,0.0455,0.032973,3.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4529,112.8714539,-73.95750576,40.76181636,5515,0.306254,0.009223,0.222926,0.331449,0.053266,0.011902,0.0,0.0,0.0,0.0,0.035074,0.019496,0.0,0.0,0.001895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4530,292.4166477,-73.96005354,40.80809858,5518,0.527664,0.012824,0.013719,0.336133,0.036543,0.002973,0.008449,0.0,0.0,0.0,0.0,0.0,0.0,0.000141,0.000105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4531,36.88826699,-73.95823568,40.75954266,5519,0.533152,0.014238,0.0,0.277262,0.009293,0.0,0.046707,0.0,0.0,0.112621,0.0,0.0,0.0,0.006727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4532,42.49760256,-73.95777575,40.76008895,5520,0.674699,0.0,0.017402,0.139398,0.004129,0.0,0.118516,0.0,0.002293,0.035445,0.006527,0.0,0.0,0.00034,0.000973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4537,112.8426876,-73.96348051,40.76188243,5530,0.491832,0.050727,0.028219,0.360949,0.030012,0.004789,0.011734,0.0,0.005488,0.0,0.0,0.0,0.0,0.000922,0.000637,0.0,0.0,0.0,0.0,0.0,0.0,0.002594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4538,112.8838936,-73.95826245,40.75968186,5531,0.325129,0.247957,0.002762,0.348297,0.023645,0.0,0.016477,0.0,0.0005,0.012246,0.0,0.0,0.0,0.021164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4540,112.8958717,-73.96405083,40.75708408,5537,0.268148,0.036102,0.24202,0.347562,0.073062,0.005934,0.016676,0.0,0.001598,0.0,2.3e-05,0.0,0.0,0.0,0.002383,0.0,0.0,0.004059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4541,112.7993838,-73.96629001,40.75802965,5541,0.441195,0.045227,0.100598,0.332652,0.04116,0.014848,0.009309,0.0,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.001945,0.0,0.000715,0.001176,0.0,0.0,0.0,0.0,0.0,0.000859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4553,112.8840337,-73.96165449,40.76438598,5561,0.512785,0.059199,0.018828,0.326938,0.04557,0.006918,0.011387,0.0,0.000512,0.0,0.0,0.0,0.000879,0.0,0.002586,0.0,0.0,0.0,0.0,0.0,0.0,0.002535,0.0,0.002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4554,112.8903822,-73.95941922,40.76344221,5565,0.46182,0.053914,0.038887,0.388613,0.034637,0.001707,0.016816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000656,0.0,0.001105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4555,112.8196386,-73.95869172,40.76313585,5566,0.372148,0.058617,0.164102,0.23834,0.011895,0.0,0.131324,0.0,0.0,0.0,0.0,0.000312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4555,112.8196386,-73.95704963,40.76244491,5569,0.072926,0.016859,0.443133,0.340738,0.028699,0.0,0.025547,0.0,0.001535,0.000195,0.008289,0.015852,0.0,0.000539,0.002906,0.0,0.0,0.021332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4562,292.8293793,-73.96381457,40.80295238,5584,0.409711,0.05927,0.074453,0.37141,0.041992,0.00468,0.00484,0.0,0.000465,0.000227,0.003105,0.000305,0.000102,0.002277,0.00043,0.0,0.0,0.014477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4564,290.9255296,-73.96791263,40.80463175,5586,0.0,0.102496,0.470863,0.38934,0.004996,0.0,0.016195,0.0,0.0,0.000371,0.007293,0.002402,0.0,0.002758,0.0,0.00034,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4565,359.839646,-73.96802324,40.80568682,5588,0.003496,0.031801,0.510188,0.392367,0.008738,0.0,0.024738,0.0,0.0,0.00023,0.0,0.0,0.0,0.002117,0.0,0.004727,0.0,0.006895,0.0,0.0,0.012805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4570,291.7013599,-73.96853708,40.80161695,5593,0.414113,0.061637,0.080484,0.38543,0.029129,0.0,0.011344,0.0,0.001766,0.0,0.001762,0.0,0.0,0.006469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4574,292.6963115,-73.97018838,40.78900639,5600,0.412625,0.054543,0.079855,0.40434,0.027176,0.000574,0.007203,0.0,8.2e-05,0.0,0.0,0.0,0.004305,0.0,0.0,0.0,0.0,0.009297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4575,292.7652555,-73.97576978,40.79134607,5602,0.350234,0.073512,0.121555,0.376586,0.04282,0.001652,0.029223,0.0,0.001902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4576,112.8294042,-73.96765929,40.75615434,5606,0.464543,0.068051,0.036371,0.367691,0.030941,0.002695,0.002484,0.0,0.000699,0.0,0.0,0.0,0.007457,0.0,0.000641,0.0,0.0,0.0,0.0,0.0,0.0,0.003984,0.0,0.001164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4581,112.9602673,-73.96541901,40.75520537,5616,0.471934,0.047125,0.036254,0.371109,0.035496,0.018234,0.00032,0.0,0.0,0.0,0.0,0.0,0.0,0.000367,0.0,0.0,0.0,0.005863,0.0,0.0,0.0,0.001715,0.0,0.011582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4588,113.0461413,-73.958416,40.76881929,5631,0.460633,0.045852,0.054602,0.370777,0.029418,0.010117,0.024516,0.0,0.000102,0.0,0.0,0.0,0.0,0.002395,0.0,0.0,0.00084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4591,113.0237636,-73.97423979,40.75565139,5637,0.564371,0.025387,0.001105,0.2475,0.017992,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069852,0.00257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4595,112.8434587,-73.96948791,40.75364747,5646,0.548973,0.032137,0.017594,0.350848,0.029645,0.009434,0.006203,0.0,0.000762,0.0,0.0,0.0,0.0,0.0,0.000895,0.0,0.0,8e-06,0.0,0.0,0.0,0.000551,0.0,0.001238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4596,112.9899101,-73.96724431,40.75269576,5650,0.253504,0.14798,0.123285,0.284688,0.024488,0.0,0.003949,0.0,0.001168,0.124496,0.0,0.014699,0.0,0.007359,0.0,0.0,0.0,0.001727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010395,0.0,0.0,0.0,0.0,0.0
4598,292.8711434,-73.9758697,40.78632417,5657,0.333844,0.060664,0.165566,0.388109,0.018723,0.008301,0.014102,0.0,0.000598,0.0,0.0,0.0,0.00693,0.0,0.001297,0.0,0.0,0.001805,0.0,0.0,0.0,0.0,0.0,6.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4599,292.8645158,-73.97303661,40.78512912,5662,0.268441,0.193602,0.079367,0.409289,0.022785,0.008148,0.006387,0.0,0.001098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4602,292.9188789,-73.97878634,40.78755475,5666,0.355617,0.019531,0.198664,0.323133,0.037945,0.002715,0.038844,0.0,0.0,0.0,0.0,0.0,0.0,0.001758,0.001316,0.0,0.0,0.000984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4608,112.8573521,-73.96256659,40.76313438,5678,0.379168,0.118125,0.043461,0.361762,0.019219,0.015484,0.038211,0.0,0.00048,0.0,0.0,0.0,0.0,0.001816,0.0,0.0,0.0,0.021746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4611,114.6318593,-73.95738418,40.76091985,5682,0.334945,0.160605,0.02491,0.342051,0.040125,0.0,0.010734,0.0,8e-06,0.000719,0.040309,0.0,0.0,0.005516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4618,112.9170121,-73.95792166,40.76950724,5694,0.452922,0.043754,0.101762,0.319082,0.041023,0.012395,0.018164,0.0,0.001293,0.000348,0.0,0.0,0.0,0.0,0.002711,0.0,0.0,0.001586,0.0,0.0,0.0,2.3e-05,0.0,0.004324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4619,112.9052244,-73.95567871,40.76855953,5698,0.361879,0.095973,0.071723,0.399086,0.0155,0.011336,0.006715,0.0,8.2e-05,0.0,0.0,0.0,0.005395,0.003043,0.0,0.0,0.005094,0.005215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4620,112.8625804,-73.95331294,40.76756185,5702,0.500301,0.027848,0.011938,0.328059,0.021254,0.003562,0.06307,0.006344,0.001184,0.0,0.0,0.0,0.023742,0.0,0.000297,0.0,0.0,0.006566,0.0,0.0,0.0,0.002586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4621,113.877127,-73.95106605,40.76664241,5706,0.173508,0.361168,0.014211,0.154871,0.192191,0.0,0.037367,0.0,0.000523,0.035875,0.0,0.0,0.0,0.015086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000543,0.012852,0.0,9.4e-05,0.0,0.0,0.0,0.0,0.0
4622,37.01837517,-73.96484293,40.75327287,5707,0.349902,0.025449,0.223605,0.317117,0.044227,0.001191,0.022148,0.0,0.0,0.0,0.000254,0.000449,0.0,0.0,0.002172,0.0,0.0,0.011422,0.0,0.0,0.0,0.002062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4623,36.80386112,-73.96445587,40.75378987,5708,0.481574,0.0,0.115348,0.19327,0.029082,0.000387,0.164094,0.0,0.0,0.001352,0.003289,0.001289,0.0,0.002059,4.3e-05,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4624,35.94923656,-73.96063455,40.79980948,5709,0.32816,0.089539,0.150398,0.302047,0.055266,0.001457,0.070773,0.0,0.000148,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4625,37.08830431,-73.96162313,40.79846191,5710,0.16843,0.042844,0.365172,0.273133,0.007605,0.000332,0.076359,0.0,0.0005,0.0,0.0,0.0,0.0,0.001191,0.0,0.0,0.062293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4626,34.93613282,-73.96209535,40.79782486,5711,0.240707,0.177117,0.174953,0.251137,0.010066,0.000137,0.13227,0.0,0.00048,0.0,0.0,0.0,0.0,0.000973,0.00057,0.0,0.0,0.010504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4627,36.09111146,-73.96253596,40.7972001,5712,0.178977,0.179613,0.187766,0.376754,0.008969,0.0,0.055562,0.0,0.000168,0.0,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.009062,0.0,0.0,0.0,0.0,0.0,0.00023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4628,36.35029204,-73.96299763,40.79656824,5713,0.262367,0.119949,0.158129,0.315586,0.007113,0.005848,0.128727,0.0,0.000512,9.8e-05,0.0,0.0,3.9e-05,0.0,0.0,0.0,0.000668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4629,36.06095351,-73.96345641,40.79594329,5714,0.250699,0.078078,0.204273,0.315176,0.018508,0.000352,0.116918,0.0,0.000434,0.0,0.00316,0.004105,0.0,0.0,0.000824,0.0,0.0,0.0,0.0,0.0,0.004691,0.0,0.0,0.000887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4631,36.34147974,-73.96017469,40.80043669,5716,0.406406,0.073016,0.076363,0.331516,0.068996,0.000738,0.016961,0.0,0.005016,0.0,0.018754,0.0,0.0,0.001188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4632,36.23254839,-73.95971408,40.80106468,5717,0.25773,0.137711,0.155922,0.417902,0.02068,0.003566,0.005777,0.0,0.000258,0.000453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4634,36.24942,-73.95879627,40.80232267,5719,0.195129,0.13732,0.221613,0.300422,0.079414,1.2e-05,0.043711,0.0,0.0,0.0,0.010328,0.0,0.0,0.0,0.005578,0.000355,0.0,0.0,0.0,0.0,0.004188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4635,34.6235666,-73.95835098,40.80295847,5720,0.164934,0.071477,0.303148,0.364523,0.032777,0.002191,0.039359,0.0,0.000559,0.0,0.0,0.0,0.0,0.000605,0.002418,0.0,0.012957,0.001328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4636,36.91120711,-73.95789213,40.80358131,5721,0.390387,0.093637,0.050777,0.320566,0.083562,0.000102,0.044043,0.0,0.004355,1.6e-05,0.000676,0.002109,0.0,0.000734,0.0,0.0,0.0,0.001625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4637,36.50800395,-73.95742848,40.80420555,5722,0.313641,0.151578,0.098789,0.219484,0.009691,0.0,0.201812,0.0,0.0,0.000359,0.0,0.0,0.0,0.001152,0.0,0.0,0.0,0.003473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4639,36.31283979,-73.95646995,40.80551125,5724,0.370137,0.057918,0.120082,0.262125,0.003938,0.001797,0.173574,0.0,0.000246,0.0,0.008469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4640,35.97050743,-73.95597714,40.80618781,5725,0.318934,0.06982,0.151926,0.346047,0.009102,0.0,0.095172,0.0,0.005363,0.0,0.0,0.0,0.0,0.002137,0.001418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4641,36.05700165,-73.95551969,40.80681659,5726,0.159668,0.198695,0.175914,0.349941,0.036426,0.000398,0.066367,0.0,0.006789,0.000219,6.2e-05,0.002148,0.0,0.0,0.0,0.0,0.0,0.002957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4642,36.39813407,-73.95505836,40.80744422,5727,0.256242,0.161512,0.125234,0.2605,0.008008,0.000355,0.18134,0.0,0.001621,0.0,0.0,0.0,0.001609,0.0,0.0,0.0,0.0,0.003059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4643,36.1024202,-73.95459891,40.80807261,5728,0.365953,0.130414,0.059934,0.375777,0.022074,0.000465,0.039836,0.0,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001195,0.0,0.000949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4644,36.0314808,-73.95414195,40.80870046,5729,0.356715,0.121172,0.063551,0.312461,0.028145,0.0,0.094492,0.0,0.001449,0.0,0.0,0.0,0.0,0.010816,0.0,0.0,0.0,0.003656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4645,36.12381014,-73.95368273,40.80933016,5730,0.177883,0.135035,0.238332,0.275262,0.002047,0.001293,0.099145,0.0,0.0,0.001855,0.0,0.0,0.0,0.0,0.0,0.0,0.060711,0.0,0.0,0.0,0.0,0.0,0.0,0.008438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4648,291.5464387,-73.97309591,40.76512504,5731,0.055348,0.004316,0.489312,0.354176,0.016852,0.000953,0.037883,0.0,0.000867,0.011914,0.011504,0.0,0.0,0.001125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4649,292.8037806,-73.97026709,40.79400937,5736,0.327516,0.142703,0.054867,0.409961,0.011855,0.000582,0.02341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00059,0.001965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4650,292.879926,-73.97146211,40.79451351,5738,0.425773,0.08675,0.030004,0.362234,0.05598,0.012375,0.014586,0.0,0.0,0.00607,9.4e-05,0.0,0.0,0.003098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4652,292.8053022,-73.97298069,40.79515537,5740,0.289578,0.217004,0.037191,0.38868,0.04373,0.001988,0.015328,0.0,0.000746,0.0,0.000266,0.0,0.000539,0.002012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4653,292.9754114,-73.97485078,40.79594742,5743,2.3e-05,0.000133,0.015715,0.338234,0.055449,0.0,0.015371,0.0,0.0,0.106148,0.0,0.0,0.0,0.001812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45075,0.0,0.0,0.0,0.005285,0.001656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4659,112.8800741,-73.96586144,40.75866534,5755,0.18607,0.013633,0.391816,0.213402,0.053219,0.007336,0.092434,0.0,0.000156,0.006035,0.0,0.0,0.0,0.000102,0.0,0.001211,0.0,0.000652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4660,112.7563616,-73.96359347,40.7577138,5759,0.471488,0.050375,0.02048,0.345086,0.011918,0.000672,0.08143,0.0,0.000316,0.000602,0.00277,0.0,0.0,3.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4668,112.8556829,-73.96393859,40.76125667,5769,0.345785,0.177441,0.002543,0.366477,0.016355,0.00598,0.05166,0.0,0.000133,0.003289,0.004102,0.0,0.0,0.000645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4670,113.7411891,-73.96215099,40.76050697,5770,0.467082,0.063969,0.004512,0.185988,0.081598,3.1e-05,0.112805,0.0,0.000871,0.0,0.080699,0.0,0.0,0.002145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4670,113.7411891,-73.96160739,40.76026788,5771,0.38473,0.088215,0.093301,0.311152,0.019055,0.004254,0.087117,0.0,0.000234,0.0,0.0,0.0,0.0,0.0,0.000453,0.0,0.011445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4671,107.9049937,-73.95869861,40.75910209,5772,0.405961,0.175457,0.091434,0.211988,0.045148,0.014262,0.038336,0.0,0.0,0.011848,0.0,0.0,0.0,0.000699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4672,36.28033595,-73.95983021,40.75851538,5773,0.281977,0.075832,0.034754,0.368109,0.015148,1.6e-05,0.02066,0.007473,0.000543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001121,0.0,0.0,0.0,0.0,0.115379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4673,36.06091724,-73.96032174,40.75784422,5774,0.4455,0.046348,0.047969,0.385219,0.016488,0.000328,0.030309,0.0,0.005941,0.003156,0.004906,0.0,0.0,0.000168,0.0,0.0,0.0,0.012324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4676,292.9722841,-73.97050894,40.79582432,5778,0.49848,0.08959,0.002656,0.223273,0.036164,0.003285,0.142852,0.0,0.001023,0.0,0.0,0.0,0.0,0.0,0.000625,0.0,0.0,0.000762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4677,292.8234815,-73.96973887,40.79960576,5780,0.41752,0.041434,0.076602,0.390145,0.030531,0.003734,0.033637,0.0,0.00234,0.0,0.0,0.0,0.000816,0.000352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4680,303.5360692,-73.96705027,40.78438045,5791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196457,0.0,0.0,0.0,0.0,0.0,0.007238,0.0,0.0,0.0,0.0,0.0,0.0,0.502645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4683,293.4785441,-73.96829702,40.78495031,5795,0.015805,0.040957,0.417941,0.299785,0.001902,0.0,0.003441,0.0,0.0,0.123004,0.000215,0.0,0.0,0.002492,0.0,0.048871,0.0,0.006629,0.0,0.0,2.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4687,292.8027546,-73.97286799,40.79258767,5799,0.300809,0.042484,0.194203,0.207105,0.071594,0.006023,0.127008,0.0,0.0,0.0,0.000988,0.0,0.013816,0.026824,0.0,0.0,0.0,0.007359,0.0,0.0,0.001219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4688,293.0838041,-73.96882649,40.79089856,5804,0.380199,0.076273,0.082547,0.369031,0.0295,0.008324,0.035215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
