ID,Tree Canopy Percentage,Grass/Shrubs Percentage,Bare Soil Percentage,Water Percentage,Buildings Percentage,Roads Percentage,Other Impervious Percentage,Railroads Percentage
1432,7.27635554,0.075756876,0,0,8.896813592,44.28451326,17.55342246,0
1433,18.00796371,1.329440785,0,0,0,25.93656747,4.104729262,28.6924548
1434,39.4224924,0.494611771,0,0,7.544441374,20.17316017,10.2219766,0
1435,22.73260594,0.924788204,0,0,11.56400994,23.47631674,19.38636931,0
1436,0,3.725021018,0,0,35.58263505,25.11340435,13.66764904,0
1437,28.20003511,0.065594368,0,0,6.468898107,26.18139152,17.16539943,0
1438,40.70546281,1.034728061,0,0,8.372982511,18.68423241,9.270978649,0
1439,8.05332545,1.831099121,0,0,7.873171903,45.97703273,14.34576547,0
1440,12.12294787,0.530298131,0,0,0,29.44170878,1.438456777,34.54328766
1441,9.465914025,2.033425412,0,0,8.889422677,46.34750233,11.34135863,0
1442,21.23409799,1.334983971,0,0,3.779529014,31.5370331,20.17719718,0
1443,0.81115289,6.027290953,0,0,0,58.20437727,13.04588834,0
1444,7.329015807,4.039134893,0,0,11.9511091,31.34948864,23.4255042,0
1445,2.706922515,0.784360824,0,0,2.422372299,53.09448361,19.07502702,0
1446,0,0.329819569,0,0,40.99925167,18.42000721,18.33685942,0
1447,1.152982696,2.773440748,0,0,41.09902902,18.45880951,14.5961327,0
1448,8.212230116,0.04249776,0,0,12.93502462,36.51666189,20.38229506,0
1449,28.28964995,1.074454227,0,0,32.59023845,8.11522436,8.014523147,0
1450,4.56850916,0.151513752,0,0,14.58504633,35.68887944,23.08829371,0
1451,6.595744681,0,0,0,9.113014645,45.40388689,16.73390439,0
1452,9.57123456,0.28732181,0,0,5.824040798,44.21522344,18.17887861,0
1453,5.612475864,1.44122837,0,0,8.0597925,43.34124777,19.61918312,0
1454,31.70148095,1.334983971,0,0,11.37277002,16.28865217,17.38620301,0
1455,7.730496454,1.427650364,0,0,24.3115041,25.73362807,18.65064014,0
1456,5.36059685,0.175002303,0,0,6.728378005,40.31408308,25.27493783,0
1457,9.303313901,0.875823394,0,0,34.58208997,18.17425929,15.15045131,0
1458,15.50891067,1.025489417,0,0,30.2935117,15.87291322,15.35924465,0
1459,15.47380383,0.927559797,0,0,33.19721732,15.49874816,12.98583716,0
1460,2.440849586,0.696593712,0,0,19.58130468,35.68795558,19.68015817,0
1461,42.49498804,1.083692871,0,0,11.45591781,11.38755185,11.66193956,0
1462,8.780406685,2.340148373,0,0,16.31174878,30.02559104,20.62989071,0
1463,20.6843987,3.783224471,0,0,12.0314853,20.33517798,21.24703209,0
1464,14.24691198,0.495191286,0,0,17.00834249,23.91330457,22.42218753,0
1465,29.11096535,1.383024917,0,0,5.96077272,28.52246376,13.08746224,0
1466,34.08689868,1.132657681,0,0,11.46238486,17.23376539,14.16468806,0
1467,3.948596188,0.575567484,0,0,8.093975481,45.13169686,20.33240639,0
1468,9.152620429,3.829787234,0,0,9.918946302,33.58294188,21.36225477,0
1469,18.18996499,0.69197439,0,0,28.95760387,15.17077632,15.07469443,0
1470,14.09170277,1.533614804,0,0,17.09426188,28.36910228,17.00002772,0
1471,22.06095657,2.836263523,0,0,5.893330623,22.77140825,24.52490276,0
1472,14.12403803,2.276401733,0,0,15.75373472,30.37204017,15.56157094,0
1473,10.77041047,0.229118356,0,0,10.41010338,41.29950758,15.36940716,0
1474,0.375088922,0.007390915,0,0,26.46317015,28.8892379,22.34458292,0
1475,15.30381279,5.634648608,0,0,5.861919236,26.48164743,24.80390979,0
1476,14.72362598,2.246838074,0,0,7.777090012,38.65540784,14.68574754,0
1477,27.72147338,2.300422206,0,0,10.42026589,18.06616716,19.58038082,0
1478,6.444877634,0.009238643,0,0,27.31774466,25.57903197,18.73596881,0
1479,14.81624758,1.734364926,0,0,7.140093949,42.00976329,12.14423874,0
1480,11.91045907,0.983915522,0,0,5.95430567,45.52064375,13.71199453,0
1481,9.384613963,1.110484936,0,0,5.868386286,41.7291045,19.98872886,0
1482,14.15452555,2.244066481,0,0,7.608022838,38.90207962,15.16338541,0
1483,31.23031014,2.410362062,0,0,6.57606637,21.73206086,16.11404181,0
1484,27.1459059,0.184772868,0,0,7.699485408,31.80587762,11.24804834,0
1485,10.94132538,0.389870751,0,0,4.46411249,47.38777358,14.90285566,0
1486,3.496826526,0.521983352,0,0,3.5467152,56.70217385,13.81177188,0
1487,4.496447742,0,0,0,12.70313467,41.35401558,19.50370008,0
1488,6.738666494,0.176458089,0,0,11.49102466,38.98337968,20.68532257,0
1489,1.019022367,0.485952643,0,0,7.089734943,45.54558809,23.93732504,0
1490,14.92410454,0.901691596,0,0,7.291137369,41.72078972,13.24544304,0
1491,15.22343659,1.011631452,0,0,8.065335686,38.19717113,15.59205846,0
1492,9.5287368,0.614369786,0,0,9.62666642,40.31559206,17.99964893,0
1493,16.75150821,0.218031984,0,0,5.994031836,42.86915309,12.25136501,0
1494,17.84351586,0.004619322,0,0,0.438835561,48.60357905,11.19076875,0
1495,1.732245637,0.009238643,0,0,0,43.35141028,32.98472852,0
1496,19.25795216,0.462856034,0,0,12.55624024,33.15656729,12.653246,0
1497,9.477924262,1.611219409,0,0,29.54702931,23.70728282,13.73509114,0
1498,0,0.283626352,0,0,3.203037666,49.03964302,25.55316377,0
1499,0.628227751,0.234661542,0,0,26.19986881,27.28725714,23.74331353,0
1500,2.06871143,0.122501612,0,0,27.33812287,26.79561573,21.52712536,0
1501,0.535841317,0.970981421,0,0,27.04705241,28.91880156,20.58554522,0
1502,14.1092562,0.670725511,0,0,28.85967425,24.4306686,10.0054508,0
1503,0,0.016629558,0,0,21.38745947,30.6094733,26.07699485,0
1504,0,0.249443372,0,0,10.38793064,49.10246579,18.34517419,0
1505,0,0.15336148,0,0,12.97290306,47.06904038,17.88601362,0
1506,2.839035116,0.831477906,0,0,9.819754067,44.2835894,20.31485297,0
1507,5.248473314,0.36400255,0,0,17.26425292,31.91119816,23.29985865,0
1508,17.79589205,0.597771023,0,0,14.16137054,28.96288109,16.33692549,0
1509,4.070546281,0.938646169,0,0,6.274886596,44.42309291,22.37414658,0
1510,11.06142774,0.785284689,0,0,4.601768276,46.60248889,15.03866372,0
1511,21.56206983,0.340905941,0,0,0.313190011,49.18746131,6.685082363,0
1512,9.903825722,0.008314779,0,0,3.943976866,54.50245286,9.723672176,0
1513,11.42081097,0.110863721,0,0,1.767352482,56.09796657,8.690791844,0
1514,4.95376059,0.102548942,0,0,4.286730536,53.677442,15.06453192,0
1515,5.653125895,0.110863721,0,0,2.641328147,46.2421818,23.4384383,0
1516,10.24011234,0.061898911,0,0,3.830341553,43.32277048,20.6326623,0
1517,17.17833353,0.354763906,0,0,7.1996748,32.13477333,21.21746843,0
1518,8.482922368,0.005543186,0,0,9.743997191,32.61056346,27.22905369,0
1519,10.1791373,0.010162508,0.784360824,0,29.24030635,21.38468787,16.48451141,0
1520,18.37247859,0.25789813,0,0,0.204476375,51.09422492,7.924841116,0
1521,17.38435528,3.38688667,0,0,5.640191794,35.20200294,16.44755684,0
1522,5.768608937,2.274554004,0,0,16.22028621,38.60367144,15.2178934,0
1523,16.03181789,0.556166333,0,0,6.655518704,41.17016657,13.67226836,0
1524,21.28583439,3.420145786,0,0,20.34995981,9.498249277,13.7230809,0
1525,32.53111113,0.78343696,0,0,2.36509271,35.64545782,6.767306289,0
1526,7.061095149,3.820179045,0,0,6.190814941,44.50162138,16.51130348,0
1527,20.42294509,2.536931477,0,0,5.872081744,40.18440332,9.041860293,0
1528,18.72673017,0.397261666,0,0,9.202612688,36.26075147,13.49950573,0
1529,43.23407951,2.146136861,0,0,12.0314853,11.06142774,9.610960727,0
1530,27.02303194,24.87966667,0.02124888,0,2.342919966,17.7622158,6.05223529,0
1531,27.70576769,0.095158027,0,0.10439667,0,28.08917139,22.09698728,0
1532,0,0.436063968,0,0,0,28.63425135,49.0063839,0
1533,6.417161704,0.970981421,0,0,3.087554623,53.14344842,14.46771556,0
1534,3.520661157,0.198347107,0,0,4.014692378,49.71533517,20.15886134,0
1535,5.766761209,0,0,0,8.183590322,40.5890559,23.53359633,0
1536,0.367698007,0,0,0,3.971692797,15.3241378,31.19150784,27.22812982
1537,7.947081051,4.177714544,0,0,5.802791918,38.02071304,22.12562707,0
1538,19.59608651,3.755508541,0,0,0.067442097,34.02499977,20.64005321,0
1539,5.892972276,0.16671272,0,0,4.358478401,48.24629271,19.19406834,0
1540,13.71661385,0.309494554,0,0,6.392217367,39.10625364,18.54010957,0
1541,24.18676841,2.094400458,0,0,2.222817601,33.56399146,16.01703606,0
1542,32.24009386,0.922940475,0,0,18.26664573,15.03589213,11.62406112,0
1543,15.93850759,2.54617012,0,0,0.990382572,17.10719598,12.04349553,29.46572925
1544,2.246838074,3.418298057,0,0,0,58.27366709,14.13420053,0
1545,32.15509835,5.568130376,0,0,0,31.05569978,9.30516163,0
1546,9.252501363,1.415360169,0,0,24.25421051,24.77896546,18.37658558,0
1547,15.06822738,9.31994346,0,0,6.491994715,29.22829612,17.971933,0
1548,6.54835044,0.143198973,0,0,7.636662632,43.36249665,20.39800076,0
1549,2.892619248,0.900767731,0,0,11.82269196,42.48205394,19.98780499,0
1550,10.74177068,0,0,0,6.722036936,39.49797212,21.12138654,0
1551,2.787298713,0.014781829,0,0,7.048161048,45.55575059,22.68364113,0
1552,4.512153435,0.012010236,0,0,8.051477721,43.40037509,22.10899751,0
1553,15.64564259,0,0,0,17.79824651,22.07943386,22.56076718,0
1554,0,0,0,0,2.73556231,35.04006632,17.54167818,22.52648061
1555,0,0,0,0,0,26.69044078,51.38810617,0
1556,0.10439667,0.010162508,0,0,0,43.30983638,9.796657459,24.85934165
1557,3.698074975,0.012894907,0,0,0.926591139,39.79552363,11.08777747,22.33029382
1558,16.08263043,4.171247494,0,0,1.959516265,29.26432683,26.60821685,0
1559,21.33110374,0.082223926,0,0,22.8296117,18.74982678,15.09224785,0
1560,5.181031217,0.341829806,0,0,24.65978696,16.7958537,31.10004527,0
1561,2.137822082,12.68280966,0,0,0,39.56910967,23.70081577,0
1562,11.5418372,3.660350514,0,0,0,42.9338236,19.93422086,0
1563,5.762141887,0.521983352,0,0,10.4304284,41.86029323,19.4926137,0
1564,16.19811347,0.026792066,0,0,25.01085541,14.49820308,22.34643065,0
1565,22.05633725,0.313190011,0,0,18.36087989,21.23225026,16.12235659,0
1566,11.25636312,0.169991039,0,0,4.453026118,23.92623867,8.886651084,29.38442919
1567,2.186786892,0.182925139,0,0,0.63654253,31.97771639,8.654761135,34.44258645
1568,2.334899143,0.274477296,0,0,10.0782905,24.08031685,11.59896841,29.47867735
1569,20.8035772,1.38579651,0,0,7.963710609,32.10520967,15.82672,0
1570,22.99622363,1.593442019,0,0,14.32900433,17.3243069,21.60817905,0
1571,18.69853551,0.880537902,0,0,2.143317675,35.42507138,20.69632495,0
1572,19.3346329,0.180153546,0,0,10.04702469,33.376447,15.14490812,0
1573,2.849197624,0.231889949,0,0,4.247928234,24.45284134,17.2984359,29.00656868
1574,0.978372336,0.327047976,0,0,7.008434881,26.80869541,14.09170277,28.87260835
1575,1.120647444,0.18939219,0,0,0.084995519,31.80218217,10.30293512,34.58486156
1576,3.007346189,0.151515152,0,0,4.033976125,48.05417815,22.35720845,0
1577,29.09895511,1.817241156,0,0,18.4874493,15.25484798,13.4071193,0
1578,30.34539928,1.601731602,0,0,16.14994934,13.72478585,16.03573731,0
1579,2.790070306,0.078528469,0,0,18.74982678,37.17630103,19.29398287,0
1580,22.53212738,2.780831663,0,0,28.95668,11.03555954,12.77981541,0
1581,39.08630377,6.337846551,0,0,0.66685088,20.54066501,11.2176476,0
1582,22.69472751,0.619912972,0,0,8.543897414,29.01857891,17.20882106,0
1583,35.77479883,2.941584058,0,0,8.320322244,12.99322807,18.05970011,0
1584,8.898661321,2.487966667,0,0,1.632468288,49.74547537,15.32044235,0
1585,27.29280033,5.979250007,0,0,3.282489999,16.87622989,24.63484262,0
1586,13.80438096,2.374331353,0,0,8.879260169,37.21879879,15.80731885,0
1587,9.448360603,2.893543112,0,0,10.61242967,39.13489343,15.98377694,0
1588,6.515091324,0.426825325,0,0,5.796324868,42.29450947,23.03470958,0
1589,4.743483467,0.977249701,0,0,9.118541033,20.28000368,42.7226674,0
1590,0.699088146,10.50290135,0,0,0,44.01676338,22.63056093,0
1591,12.38809693,1.144667917,0.659639139,0,0,48.3328868,15.55972321,0
1592,18.06247171,0.56632884,0,0,8.959636367,36.96196451,13.53184098,0
1593,11.28949065,0.273556231,0,0,2.054895459,25.28138528,9.258542876,29.69052224
1594,35.11885515,2.483347345,0,0,3.707467595,24.22002753,12.54884933,0
1595,6.639034724,0.406189555,0,0,0.062632403,30.1593442,6.076264161,34.50584876
1596,18.75906542,0.983915522,0,0,0,21.89004167,7.249563474,29.19318927
1597,13.43853069,3.873763177,0,0,4.66643878,35.13548471,20.96525346,0
1598,9.619275506,0.162600124,0,0,4.308903281,45.45043006,18.53826184,0
1599,12.23381159,1.698062656,0,0,2.401123419,43.44379671,18.30729576,0
1600,25.95836787,0.295661785,0,0,18.96840748,19.23367413,13.39228148,0
1601,13.91986401,0,0,0,7.191360021,39.45455049,17.52293493,0
1602,18.69901424,0.389870751,0,0,5.84159422,42.48113007,10.67802404,0
1603,1.012555316,0.324276383,0,0,10.01376558,47.38223039,19.35495792,0
1604,16.08540202,0.099777349,0,0,10.7851923,33.32286287,17.79455105,0
1605,11.83383992,0.008289583,0,0,19.76144423,30.24776642,15.99981579,0
1606,7.182121377,0.898920003,0,0,16.22213394,23.12155283,30.65659039,0
1607,18.81726887,13.45516024,0,0,19.37158748,11.59449746,14.8372613,0
1608,31.28666587,10.28538169,0,0,10.22902597,17.76498739,8.509714434,0
1609,1.699910385,0.773274452,0,0,9.797581323,47.83122846,17.98579097,0
1610,0.314113876,0.75572103,0,0,9.815134746,47.4441293,19.75591504,0
1611,7.385097172,0.350004605,0,0,15.34125449,38.64603482,16.12784379,0
1612,10.19946231,0.05543186,0,0,6.066093255,42.64927338,19.10828614,0
1613,11.74231576,0.66425846,0,0,12.53037204,37.04603616,16.10018385,0
1614,12.58303231,0.292864996,0,0,4.175866816,47.42934747,13.60113081,0
1615,11.75986918,0.90908251,0,0,2.511063275,48.83362127,14.06860617,0
1616,7.056475827,1.505898874,0,0,3.955987103,49.23088294,16.33299766,0
1617,15.03773986,0,0,0,4.094566754,39.22727987,19.72265593,0
1618,1.047662161,0,0,0,6.977947358,31.62018089,20.22154267,18.2232241
1619,3.598451603,0,0,0,0,25.02101791,30.58822443,18.88286324
1620,2.013100396,0,0,0,0.010162508,34.79550263,20.50332129,20.76107944
1621,35.84224093,0.493343557,0,0,2.355854066,34.64029342,4.74311952,0
1622,36.6201347,0.242976321,0,0,0,38.82539888,2.367864303,0
1623,17.14692215,0.997773487,0,0,9.5287368,33.58801194,16.82726508,0
1624,20.28184581,0.425531915,0,0,3.692548586,42.67661417,10.77185226,0
1625,35.54296767,1.659758681,0,0,4.539007092,22.54121765,13.56359952,0
1626,9.47977199,4.635027393,0,0,6.029138681,33.92707015,24.01954897,0
1627,11.60281224,0.250367236,0,0,6.425476483,41.49444296,18.31376281,0
1628,12.02317052,6.139078538,0,0,2.851045353,44.90904556,12.16636949,0
1629,20.19936992,1.936419656,0,0,2.923106771,41.98501492,11.0364834,0
1630,12.57656526,2.191406214,0,0,4.228527083,39.69105976,19.39191249,0
1631,18.53826184,0.368621872,0,0,13.48841936,32.01467097,13.64917176,0
1632,3.581099751,0.61066593,0,0,8.253661232,45.06585613,20.34447822,0
1633,9.912140501,2.66534862,0,0,6.950231428,46.37798986,12.18115132,0
1634,11.51412127,3.710239188,0,0,6.601010708,42.42754594,13.83671622,0
1635,40.72024464,1.97984128,0,0,13.0883861,10.68541495,11.60835543,0
1636,19.29490674,0.184772868,0,0,9.271902514,36.73099842,12.60520505,0
1637,0,0,0,0,26.10286306,27.61615284,24.36876969,0
1638,0,0.00184213,0,0,29.02827669,32.53477019,16.28810905,0
1639,16.32006356,2.047283377,0,0,5.592150849,33.74599274,20.38044734,0
1640,8.510638298,10.42303748,0,0,12.07675465,33.11406953,13.93834129,0
1641,5.622638372,10.63737401,0,0,11.93447954,37.14396578,12.7179165,0
1642,2.133202761,12.61998688,0,0,8.250108554,33.59725058,21.47707431,0
1643,5.169020981,2.509215547,0,0,2.038044734,37.7444776,30.62425513,0
1644,0.164447852,0.411119631,0,0,14.40396892,38.22581092,24.8815144,0
1645,0,0.671649375,0,0,9.404938979,36.51666189,31.48252511,0
1646,12.07331675,7.589573547,0,0,0,45.80455006,12.3855577,0
1647,4.184181595,3.305586608,0,0,5.151467559,55.14176698,10.29369647,0
1648,1.7073013,0,0,0,2.400199555,56.16633254,17.80748515,0
1649,3.304662743,0.892452952,0,0,24.51196866,35.45329404,13.9226356,0
1650,0.574643619,0.564481112,0,0,4.977781063,57.13269464,14.82525106,0
1651,0,0.046831956,0,0,11.55647383,49.12121212,16.87511478,0
1652,0.065594368,0.141351244,0,0,6.880941603,47.99937177,23.0005266,0
1653,14.06029139,6.959470071,0,0,0,44.06278582,13.00339058,0
1654,2.818710101,14.98138413,0,0,6.498461766,20.55875315,33.23324803,0
1655,2.51198714,1.11972358,0,0,2.917563585,53.94536266,17.5885293,0
1656,6.059626204,11.76171691,0,0,14.36609048,40.16223058,5.739969143,0
1657,2.933269279,0.02124888,0,0,0.328895705,59.24557238,15.55695162,0
1658,0.525678809,0,0,0,0,65.42160549,12.1349581,0
1659,35.35998374,0.196783104,0,0,4.28950213,33.33856856,4.901100322,0
1660,23.19453811,0.073909147,0,0,6.219454735,42.61139494,5.985717057,0
1661,29.02643456,9.245647969,0,0,0.138159713,29.06880354,10.37026803,0
1662,28.77590495,1.820945012,0,0,3.43741365,34.62466611,9.191305149,0
1663,8.799807836,2.79099417,0,0,0,33.41340158,33.05586608,0
1664,10.24565553,2.925878364,0,0,0.178305818,37.73985828,26.99162055,0
1665,6.045768239,1.838490036,0,0,7.260649846,53.74303637,9.20076496,0
1666,1.231463572,1.467256148,0,0,20.30395137,22.76964171,32.07607995,0
1667,0,0.121950093,0,0,23.57424636,26.65441007,27.70576769,0
1668,0,0.577507599,0,0,31.18817353,26.54969144,19.53209911,0
1669,16.77460482,1.417207897,0,0,1.993699245,41.94898421,15.9458985,0
1670,0.050812539,0.017553422,0,0,7.260649846,50.83933075,19.91851517,0
1671,0,0.023096608,0,0,36.62660175,20.48946333,20.94585231,0
1672,0.112711449,0,0,0,27.23274914,27.37410039,23.36914847,0
1673,8.478303046,0.563557247,0,0,32.50062361,16.76906163,19.77993551,0
1674,0,0.307646825,0,0,16.99356067,32.35003372,28.40790458,0
1675,5.125599357,0.473942406,0,0,11.75247827,44.69932835,16.03181789,0
1676,0.758492623,0.02124888,0,0,9.005829584,50.77373638,17.50353378,0
1677,23.52897701,1.649097846,0,0,13.313809,16.56119215,23.03563345,0
1678,23.83015678,2.011252668,0,0,28.30627951,13.3784795,10.562541,0
1679,26.09270055,0.778817638,0,0,32.58192367,8.021914062,10.6013433,0
1680,10.40917952,2.3161279,0,0,10.24103621,27.28263782,27.82032686,0
1681,4.793008195,0.05543186,0,0,12.56825048,36.03255698,24.63576648,0
1682,4.095490618,0.677192561,0,0,9.735682412,41.6875306,21.86140187,0
1683,2.778983934,6.762686967,0,0,1.940115113,32.7288181,33.86147578,0
1684,0.377860515,6.091037592,0,0,0,64.6520265,6.968708715,0
1685,7.860237803,0.057279589,0,0,15.99671104,27.25399802,26.8918432,0
1686,0.543232232,0.337210484,0,0,22.13671344,31.72642529,23.345128,0
1687,0,0.966362099,0,0,40.73779806,18.72118698,17.65412367,0
1688,13.81916279,8.390535934,0,0,30.15123659,10.30755444,15.41652424,0
1689,6.938221192,2.266239225,0,0,23.49848948,31.88532996,13.49211482,0
1690,37.85626519,1.982612873,0,0,5.897949945,17.68461119,14.65618389,0
1691,16.07154405,0.863813158,0,0,8.770244177,38.54177253,13.8422594,0
1692,14.37440526,0.407424174,0,0,11.52982696,35.66301124,16.11219409,0
1693,17.94514094,8.81551353,0,0,0.114559178,37.03587365,14.17207897,0
1694,20.9275122,0.783826103,0,0,23.19609469,17.60338952,15.33757023,0
1695,49.74177992,0.744634658,0,0,6.187119483,8.779482821,12.62830166,0
1696,33.98712133,0.773274452,0,0,15.8294916,14.22011992,13.27593056,0
1697,2.002937889,0.421282139,0,0,9.7670938,45.44581074,20.44511784,0
1698,2.327214272,0.524754945,0,0,5.137609593,46.38445691,23.70543509,0
1699,44.26880757,2.096248187,0,0,0,24.07498083,7.641281954,0
1700,24.03617853,2.859360132,0,0,14.00670726,24.71891427,12.44722425,0
1701,3.629862991,0.018477287,0,0,5.78616236,47.89774669,20.75368853,0
1702,18.77661884,0.1191785,0,0,4.450254525,43.24701361,11.47993829,0
1703,15.26039116,0.011086372,0,0,12.43059469,30.97809518,19.40392273,0
1704,24.50180615,1.550244362,0,0,0,37.85164586,14.17207897,0
1705,0.113635314,0.472094678,0,0,12.48602655,50.3173474,14.69868165,0
1706,1.88191166,0.052660267,0,0,7.110059959,49.79259246,19.24963738,0
1707,1.277704382,0.941417762,0,0,14.73009303,40.81725039,20.32039615,0
1708,1.289714618,0.178305818,0,0,9.185059266,45.38668342,22.04155542,0
1709,31.01597361,0.280854759,0,0,8.256575604,26.86505114,11.66563502,0
1710,10.91001197,0.050658561,0,0,17.00377637,30.28553007,19.60486322,0
1711,13.44776933,0.743710794,0,0,4.063155366,41.05375967,18.77477111,0
1712,16.34870336,0.19585924,0,0,5.63280088,42.23261056,13.66672518,0
1713,7.230358294,3.395044672,0,0,7.928525375,28.13484388,31.16238372,0
1714,13.05605085,0.035106845,0,0,8.140168698,39.519221,17.33539047,0
1715,1.37101468,2.274554004,0,0,13.42190113,10.82214688,50.19354958,0
1716,17.77792149,0.955275727,0,0,7.474986373,35.4828577,16.39859203,0
1717,22.8425458,0.290093403,0,0,0.380632108,40.49666947,14.07230162,0
1718,14.23674948,0.437911697,0,0,5.446180283,22.78896167,8.163265306,27.00455465
1719,31.83174583,0.461008306,0,0,2.234827838,36.85572011,6.701711921,0
1720,19.73559003,1.901312811,0,0,2.356777931,39.65964838,14.42891326,0
1721,28.14552711,1.325745328,0,0,8.951321588,30.21775482,9.447436738,0
1722,7.753993404,0.034182981,0,0,7.658835377,44.9441524,17.69569756,0
1723,13.42636087,0.144607166,0,0,7.417334439,42.89951184,13.96149949,0
1724,19.89264696,0.190316054,0,0,1.694367199,43.81426631,12.49618906,0
1725,29.46018607,3.196570616,0,0,7.56367735,26.05020279,11.79497603,0
1726,22.00884222,1.545546652,0,0,8.137607074,30.5747444,15.58533665,0
1727,31.53888083,0.926635933,0,0,0,34.97473231,10.64476492,0
1728,17.77053058,0.964514371,0,0,2.727247531,43.23592724,13.38771815,0
1729,19.25518057,0.763111945,0,0,6.446725363,39.66334383,11.96034774,0
1730,12.94372294,0.127106936,0,0,7.250621719,40.05250069,17.47167726,0
1731,19.66814793,0.646705038,0,0,1.980765144,40.74518898,15.04051145,0
1732,35.54845207,0.816696076,0,0,4.218364575,28.05221681,9.44558901,0
1733,26.50936337,0.594968635,0,0,7.950776508,30.69724042,12.30587301,0
1734,8.790641982,0.456848116,0,0,5.503361886,45.08888275,18.01510546,0
1735,38.61656074,7.724049001,0,0,13.19148936,8.763931104,9.550520402,0
1736,16.98167081,0.329741181,0,0,13.70175923,31.75739154,15.07782997,0
1737,4.475198862,0.197706969,0,0,7.804805942,45.01067063,20.60032705,0
1738,22.60845537,2.180160265,0,0,2.550428295,37.30496454,13.2034632,0
1739,10.215168,0.56632884,0,0,13.03849743,34.77794921,19.49076598,0
1740,26.34861097,3.075544387,0,0,11.20093126,22.20230781,15.25392411,0
1741,14.33837455,0.085919384,0,0,12.7049824,33.54736191,17.39913711,0
1742,22.44528413,0.968209828,0,0,17.35571549,19.00204174,18.31376281,0
1743,22.55319149,0.100396058,0,0,16.72285162,22.21239753,16.26416137,0
1744,3.07184893,0.180153546,0,0,11.42912575,41.90648645,21.49647546,0
1745,9.470533347,0.077604605,0,0,8.122615275,39.58111991,20.83683632,0
1746,5.298361989,0,0,0,8.178047136,41.6875306,22.91830268,0
1747,1.426446541,0,0,0,11.38662799,13.25191009,27.65680288,24.35675945
1748,2.183091435,0.009238643,0,0,7.071257657,45.99551002,22.82499238,0
1749,5.347326799,0.643933445,0,0,6.511395867,38.97968422,26.59528275,0
1750,6.339557099,0.369545736,0,0,4.85583097,48.73476779,17.77792149,0
1751,10.22071119,0.65779141,0,0,8.399774577,39.76589278,19.04084404,0
1752,0,0.066518232,0,0,10.20685323,43.69785941,24.11285927,0
1753,9.248805905,0.646705038,0,0,17.74835783,31.20721353,19.20713962,0
1754,9.586940254,0.748330115,0,0,6.166794468,44.23462459,17.35202003,0
1755,7.672469375,0.864879801,0,0,1.800681588,50.16855485,17.34641245,0
1756,11.34967341,1.262922552,0,0,4.244232777,42.52639942,18.70548129,0
1757,38.03549487,0.595892499,0,0,7.882410547,20.6585305,10.88589352,0
1758,11.2877745,0.319657062,0,0,3.927347308,46.70226624,15.85166434,0
1759,13.1816964,0.21710812,0,0,5.069243632,43.3430955,16.26925102,0
1760,15.704154,0.614350189,0,0,3.323201621,42.50713825,15.70507507,0
1761,11.53998947,0.012934101,0,0,22.59679789,20.57723044,23.36268142,0
1762,14.80954537,0.276235438,0,0,11.47254737,32.42209514,19.10459068,0
1763,25.98071625,0.212121212,0,0,19.19926538,15.74931129,16.45821855,0
1764,4.823495718,0.683659611,0,0,17.30028363,23.52620541,31.75321736,0
1765,17.49194068,0.283687943,0,0,6.769825919,38.17721286,15.13033066,0
1766,9.801276781,3.869143855,0,0,2.826101015,47.39885995,14.19240399,0
1767,13.04311675,0.707680084,0,0,6.621335723,40.20934766,17.50630537,0
1768,28.81070944,4.978704927,0,0,10.16250774,21.46968339,12.66248464,0
1769,3.829417688,0.585729991,0,0,1.837566172,57.36181299,14.4538576,0
1770,3.016417069,0,0,0,16.36625678,41.86676028,16.83650373,0
1771,3.903326835,0.600511821,0,0,2.057445885,57.01905932,14.49543149,0
1772,2.565165331,1.123698996,0,0,9.906051395,43.53965184,20.71750944,0
1773,0.850879057,0.072985283,0,0,3.164235364,52.48658087,21.51033342,0
1774,26.41143375,0.813924483,0,0,8.642750898,32.60409641,9.603569812,0
1775,0.366583771,0.510269872,0,0,0.092106475,68.38445243,8.499585521,0
1776,4.07886106,1.719311536,0,0,6.706331242,49.97089827,15.60868802,0
1777,8.503247383,1.802459327,0,0,6.000498887,47.33326558,14.43999963,0
1778,31.47462467,0.549875656,0,0,0,38.16708115,7.662337662,0
1779,14.4926599,0,0,0,16.78569119,35.96603875,10.84154803,0
1780,8.459825759,2.401123419,0,0,4.310751009,47.65569424,15.2465332,0
1781,59.39061908,0,0,0,5.337164291,7.328091943,6.021747767,0
1782,14.0806164,2.20341645,0,0,8.409937085,43.59808206,9.785571087,0
1783,14.14066758,0.544156096,0,0,2.88892379,45.24163672,15.2465332,0
1784,9.646991436,1.87544461,0,0,12.76041426,40.1021794,13.69813657,0
1785,0.819467669,3.248307019,0,0,3.70839146,44.90904556,25.39148751,0
1786,3.187331972,0.012934101,0,0,6.155708096,52.8718323,15.86275071,0
1787,22.61342744,0.835173363,0,0,4.8835469,40.00147818,9.756007428,0
1788,13.58357739,1.995546974,0,0,7.729972931,43.08441348,11.69612254,0
1789,11.01338679,1.191784998,0,0,0,50.5945067,15.28625937,0
1790,2.110106152,0.384327565,0,0,9.088977375,24.53044595,11.54830425,30.42377657
1791,18.89302575,0.330743434,0,0,4.209125932,45.27212424,9.379994642,0
1792,5.68823274,0.915549561,0,0,14.79199194,35.46622814,21.21839229,0
