ORIG_FID,bike_lane,bike_trafd,frm_lvl_co,full_stree,l_blkfc_id,l_high_hn,l_low_hn,l_zip,date_modif,time_modif,physicalid,post_direc,post_modif,post_type,pre_direct,pre_modifi,pre_type,r_blkfc_id,r_high_hn,r_low_hn,r_zip,rw_type,shape_leng,snow_pri,st_label,st_name,st_width,status,to_lvl_co,trafdir,D_Angle,POINT_X,POINT_Y,SVI_ID
11949,,,13,BROADWAY,1322606949,2839,2827,10025.0,4/15/2019,00:00:00,183460,,,,,,,1322605006,0,0,10025.0,1,249.6322541,C,BROADWAY,BROADWAY,40,2,13,TF,35.99053735,-73.96688999,40.80408818,13934
2359,,,13,BROADWAY,1322606359,2859,2841,10025.0,4/15/2019,00:00:00,2864,,,,,,,1322604516,0,0,10025.0,1,276.6534116,C,BROADWAY,BROADWAY,40,2,13,TF,36.02201651,-73.96645404,40.80468786,2760
2360,,,13,BROADWAY,1322606346,2899,2881,10025.0,4/15/2019,00:00:00,2866,,,,,,,1322605044,0,0,10025.0,1,261.0091529,C,BROADWAY,BROADWAY,40,2,13,TF,35.57991478,-73.96550764,40.80597333,2761
12590,,,13,BROADWAY,1322604843,2879,2861,10025.0,3/16/2021,00:00:00,190599,,,,,,,1322607064,0,0,10025.0,1,259.6632839,C,BROADWAY,BROADWAY,40,2,13,TF,37.06050087,-73.96596211,40.80534608,14633
2361,,,13,BROADWAY,1322604150,2917,2901,10025.0,4/15/2019,00:00:00,2867,,,,,,,1322606172,0,0,10025.0,1,261.3020681,C,BROADWAY,BROADWAY,40,2,13,TF,36.61232112,-73.96504871,40.80659644,2762
10924,,,13,W  114 ST,1322605822,598,500,10025.0,3/17/2017,00:00:00,171930,,,ST,W,,,1322602563,599,501,10027.0,1,868.8368195,C,W 114 ST,114,30,2,13,TF,292.8669915,-73.96474362,40.80666327,12474
2363,,,13,BROADWAY,1322604766,3019,3013,10027.0,4/15/2019,00:00:00,2871,,,,,,,1322607796,0,0,10027.0,1,259.8108974,C,BROADWAY,BROADWAY,40,2,13,TF,36.1002311,-73.96268776,40.8098427,2765
2366,,,13,BROADWAY,1322602586,3137,3079,10027.0,4/15/2019,00:00:00,2875,,,,,,,1322603179,0,0,10027.0,1,810.0038759,C,BROADWAY,BROADWAY,30,2,13,TF,36.18001726,-73.95981146,40.81379753,2771
12686,,,13,BROADWAY,1322606550,3077,3061,10027.0,3/30/2021,00:00:00,191195,,,,,,,1322606633,0,0,10027.0,1,262.8238432,C,BROADWAY,BROADWAY,30,2,13,TF,35.51108313,-73.9613211,40.81172938,14814
2368,,,13,BROADWAY,1322604101,3237,3221,10027.0,4/15/2019,00:00:00,2879,,,,,,,1322602012,0,0,10027.0,1,257.0846054,C,BROADWAY,BROADWAY,30,2,13,TF,35.36965915,-73.95759412,40.81684698,2774
8622,,,13,PEDESTRIAN PATH,0,,,10027.0,9/7/2017,00:00:00,118852,,,PATH,,,,0,,,10027.0,6,375.4287182,,PEDESTRIAN PATH,PEDESTRIAN,0,2,13,NV,295.3608997,-73.95724163,40.81681352,10577
12430,,,13,BROADWAY,1322603557,3219,3203,10027.0,3/27/2020,00:00:00,188154,,,,,,,1322605740,0,0,10027.0,1,241.8894738,C,BROADWAY,BROADWAY,30,2,13,TF,38.93181011,-73.9580218,40.81625884,14361
2369,,,13,BROADWAY,1322608536,3257,3239,10027.0,4/15/2019,00:00:00,2880,,,,,,,1322605229,0,0,10027.0,1,254.8737572,C,BROADWAY,BROADWAY,30,2,13,TF,36.66017735,-73.95714243,40.81746018,2775
2446,,,13,BROADWAY,1322605228,0,0,10027.0,4/15/2019,00:00:00,2959,,,,,,,1322601422,3258,3240,10027.0,1,255.1959577,C,BROADWAY,BROADWAY,30,2,13,FT,36.02261582,-73.95692466,40.8173697,2850
2370,,,13,BROADWAY,1322603401,3277,3259,10027.0,4/15/2019,00:00:00,2881,,,,,,,1322605787,0,0,10027.0,1,260.8997629,C,BROADWAY,BROADWAY,30,2,13,TF,35.95289537,-73.9566951,40.81807347,2776
2371,,,13,BROADWAY,1322602286,3299,3279,10027.0,3/29/2022,00:00:00,2882,,,,,,,1322603315,0,0,10027.0,1,261.4205918,C,BROADWAY,BROADWAY,30,2,13,TF,36.12749902,-73.95623874,40.81869959,2777
4992,,,13,W  133 ST,1322603054,598,550,10027.0,10/13/2017,00:00:00,26743,,,ST,W,,,1322605064,599,555,10027.0,1,196.1398303,C,W 133 ST,133,30,2,13,TW,293.9576898,-73.95583749,40.81872136,6143
2372,,,13,BROADWAY,1322603078,3339,3323,10031.0,3/29/2022,00:00:00,2884,,,,,,,1322607808,0,0,10031.0,1,278.6448534,C,BROADWAY,BROADWAY,30,2,13,TF,35.50686432,-73.95533115,40.81995797,2778
4223,,,13,W  135 ST,1322601497,598,500,10031.0,3/17/2017,00:00:00,19594,,,ST,W,,,1322601080,599,501,10031.0,1,863.3086541,C,W 135 ST,135,60,2,13,TW,291.7141345,-73.95495827,40.82004879,5047
12916,,,13,BROADWAY,1322603078,3321,3301,10031.0,3/29/2022,00:00:00,194845,,,,,,,1322607808,0,0,10031.0,1,260.8886068,C,BROADWAY,BROADWAY,30,2,13,TF,35.92051289,-73.95578244,40.81932835,15063
2373,,,13,BROADWAY,1322601261,3359,3341,10031.0,4/15/2019,00:00:00,2885,,,,,,,1322607810,0,0,10031.0,1,280.3350384,C,BROADWAY,BROADWAY,40,2,13,TF,37.73520773,-73.95483319,40.8206168,2779
11882,,,13,W  136 ST,1322601078,598,500,10031.0,1/3/2019,00:00:00,182989,,,ST,W,,,1322604435,599,0,10031.0,1,867.0516033,C,W 136 ST,136,30,2,13,TF,292.8458935,-73.95448114,40.82072543,13788
2374,,,13,BROADWAY,1322603543,3379,3361,10031.0,4/15/2019,00:00:00,2886,,,,,,,1322606907,0,0,10031.0,1,256.8577439,C,BROADWAY,BROADWAY,40,2,13,TF,36.09427791,-73.9543333,40.82129018,2780
2440,,,13,BROADWAY,1322607811,,,10031.0,4/15/2019,00:00:00,2952,,,,,,,1322603500,,,10031.0,1,224.2219323,C,BROADWAY,BROADWAY,40,2,13,FT,36.24386116,-73.95407838,40.82128065,2845
2375,,,13,BROADWAY,1322605175,3399,3381,10031.0,4/15/2019,00:00:00,2887,,,,,,,1322607258,0,0,10031.0,1,263.5506432,C,BROADWAY,BROADWAY,40,2,13,TF,36.33140525,-73.95388187,40.82190559,2781
2376,,,13,BROADWAY,1322605171,3419,3401,10031.0,4/15/2019,00:00:00,2888,,,,,,,1322607813,0,0,10031.0,1,260.3167562,C,BROADWAY,BROADWAY,40,2,13,TF,36.09036257,-73.95341946,40.82253857,2782
2377,,,13,BROADWAY,1322602642,3435,3421,10031.0,4/15/2019,00:00:00,2889,,,,,,,1322604162,0,0,10031.0,1,258.2154851,C,BROADWAY,BROADWAY,40,2,13,TF,35.94790175,-73.95296502,40.8231645,2783
2437,,,13,BROADWAY,1322604163,0,0,10031.0,4/15/2019,00:00:00,2949,,,,,,,1322601830,3438,3420,10031.0,1,258.7114179,C,BROADWAY,BROADWAY,40,2,13,FT,35.84003726,-73.95276333,40.82307999,2842
2378,,,13,BROADWAY,1322603599,3459,3437,10031.0,4/15/2019,00:00:00,2890,,,,,,,1322605409,0,0,10031.0,1,261.192754,C,BROADWAY,BROADWAY,40,2,13,TF,36.40819826,-73.95251101,40.82378245,2784
4479,,,13,W  141 ST,1322604613,598,538,10031.0,3/17/2017,00:00:00,21765,,,ST,W,,,1322603933,599,515,10031.0,1,540.923012,S,W 141 ST,141,30,2,13,FT,292.9902546,-73.95213548,40.82381539,5415
2379,,,13,BROADWAY,1322605380,3479,3461,10031.0,4/15/2019,00:00:00,2891,,,,,,,1322601302,0,0,10031.0,1,258.4594496,C,BROADWAY,BROADWAY,40,2,13,TF,35.85596432,-73.95205438,40.82441127,2785
2435,,,13,BROADWAY,1322606150,0,0,10031.0,4/15/2019,00:00:00,2947,,,,,,,1322603932,3478,3458,10031.0,1,259.8132314,C,BROADWAY,BROADWAY,40,2,13,FT,35.5473591,-73.95185654,40.82432669,2840
2380,,,13,BROADWAY,1322604511,3499,3481,10031.0,4/15/2019,00:00:00,2892,,,,,,,1322607347,0,0,10031.0,1,260.6586119,C,BROADWAY,BROADWAY,40,2,13,TF,35.89153083,-73.95160467,40.8250329,2786
2381,,,13,BROADWAY,1322602403,3515,3501,10031.0,4/15/2019,00:00:00,2893,,,,,,,1322603918,0,0,10031.0,1,259.0860388,C,BROADWAY,BROADWAY,40,2,13,TF,36.40764149,-73.95114665,40.82565669,2787
7055,,,13,W  144 ST,1322607466,598,500,10031.0,3/17/2017,00:00:00,81607,,,ST,W,,,1322603307,599,501,10031.0,1,867.248868,S,W 144 ST,144,30,2,13,TF,292.7997228,-73.95083551,40.82571357,8560
2382,,,13,BROADWAY,1322602658,3539,3517,10031.0,4/15/2019,00:00:00,2894,,,,,,,1322605594,0,0,10031.0,1,279.7037568,C,BROADWAY,BROADWAY,40,2,13,TF,36.25102654,-73.95069043,40.82627806,2788
5630,,,13,W  145 ST,1322606643,598,500,10031.0,4/15/2019,00:00:00,67049,,,ST,W,,,1322605283,599,501,10031.0,1,867.0202616,C,W 145 ST,145,60,2,13,TW,292.8122573,-73.95034198,40.82638407,6844
2383,,,13,BROADWAY,1322603064,3563,3541,10031.0,4/15/2019,00:00:00,2895,,,,,,,1322607148,0,0,10031.0,1,281.5728369,C,BROADWAY,BROADWAY,40,2,13,TF,36.1325878,-73.95019964,40.82694947,2789
5239,,,13,W  146 ST,1322605285,598,500,10031.0,3/17/2017,00:00:00,27938,,,ST,W,,,1322603686,599,501,10031.0,1,867.6570893,C,W 146 ST,146,30,2,13,TF,292.871877,-73.94985262,40.82705859,6456
2384,,,13,BROADWAY,1322601313,3579,3565,10031.0,4/15/2019,00:00:00,2896,,,,,,,1322600435,0,0,10031.0,1,260.5664525,C,BROADWAY,BROADWAY,40,2,13,TF,36.11474709,-73.94970635,40.82762544,2790
7090,,,13,W  147 ST,1322603684,598,500,10031.0,3/17/2017,00:00:00,81862,,,ST,W,,,1322603820,599,501,10031.0,1,866.779288,C,W 147 ST,147,30,2,13,FT,292.8455154,-73.94939734,40.8276825,8619
2385,,,13,BROADWAY,1322607231,3599,3581,10031.0,4/15/2019,00:00:00,2897,,,,,,,1322600405,0,0,10031.0,1,258.1324438,C,BROADWAY,BROADWAY,40,2,13,TF,35.89744287,-73.94925178,40.8282523,2791
7509,,,13,W  148 ST,1322603822,598,500,10031.0,7/7/2021,00:00:00,89794,,,ST,W,,,1322605418,599,501,10031.0,1,868.701816,S,W 148 ST,148,30,2,13,TF,292.760946,-73.94894047,40.82830268,9234
2386,,,13,BROADWAY,1322603957,3619,3601,10031.0,4/15/2019,00:00:00,2898,,,,,,,1322600385,0,0,10031.0,1,260.015562,C,BROADWAY,BROADWAY,40,2,13,TF,36.23366412,-73.94879958,40.8288711,2792
5424,,,13,W  149 ST,1322607180,598,500,10031.0,3/17/2017,00:00:00,28147,,,ST,W,,,1322601157,599,501,10031.0,1,867.8073861,S,W 149 ST,149,30,2,13,FT,292.8400395,-73.94848344,40.82892902,6676
2387,,,13,BROADWAY,1322605435,3643,3621,10031.0,4/15/2019,00:00:00,2899,,,,,,,1322600376,0,0,10031.0,1,259.8886306,C,BROADWAY,BROADWAY,40,2,13,TF,36.15375871,-73.9483433,40.82949516,2793
7274,,,13,W  150 ST,1322601159,598,500,10031.0,3/17/2017,00:00:00,82674,,,ST,W,,,1322601066,599,491,10031.0,1,866.346146,S,W 150 ST,150,30,2,13,TF,292.8644411,-73.94803226,40.82955368,8893
2388,,,13,BROADWAY,1322604472,3659,3645,10031.0,4/15/2019,00:00:00,2900,,,,,,,1322607820,0,0,10031.0,1,260.29697,C,BROADWAY,BROADWAY,40,2,13,TF,36.20584753,-73.94788715,40.83011855,2794
4232,,,13,W  151 ST,1322601064,598,500,10031.0,3/17/2017,00:00:00,19605,,,ST,W,,,1322601516,599,501,10031.0,1,868.0146319,S,W 151 ST,151,30,2,13,FT,292.842527,-73.94757195,40.83017555,5061
2389,,,13,BROADWAY,1322607138,3673,3661,10031.0,4/15/2019,00:00:00,2901,,,,,,,1322607821,0,0,10031.0,1,259.9395954,C,BROADWAY,BROADWAY,40,2,13,TF,36.0821014,-73.9474311,40.83074371,2795
11766,,,13,W  152 ST,1322606208,598,500,10031.0,7/6/2017,00:00:00,181486,,,ST,W,,,1322602199,599,0,10031.0,1,868.7747649,C,W 152 ST,152,30,2,13,TF,292.7906247,-73.94711824,40.83080118,13620
2390,,,13,BROADWAY,1322604164,3699,3675,10031.0,4/15/2019,00:00:00,2902,,,,,,,1322600118,0,0,10031.0,1,259.9543346,C,BROADWAY,BROADWAY,40,2,13,TF,36.14465968,-73.94697569,40.83136754,2796
7868,,,13,W  153 ST,1322602197,598,500,10031.0,3/17/2017,00:00:00,96028,,,ST,W,,,1322603288,599,501,10031.0,1,867.9720267,C,W 153 ST,153,30,2,13,FT,292.8541987,-73.94665967,40.83142446,9721
7344,,,13,W  155 ST,1322603286,598,500,10032.0,7/7/2021,00:00:00,82992,,,ST,W,,,1322604668,599,501,10032.0,1,866.8315645,C,W 155 ST,155,60,2,13,TW,292.8316177,-73.94571625,40.83272011,8997
2392,,,13,BROADWAY,1322607376,3755,3741,10032.0,4/15/2019,00:00:00,2904,,,,,,,1322600418,0,0,10032.0,1,279.997943,C,BROADWAY,BROADWAY,40,2,13,TF,36.05294842,-73.94557608,40.8332866,2799
7269,,,13,W  156 ST,1322606995,598,500,10032.0,3/17/2017,00:00:00,82668,,,ST,W,,,1322602378,599,501,10032.0,1,866.9924207,C,W 156 ST,156,30,2,13,TF,292.8829523,-73.94523448,40.83339501,8880
2394,,,13,BROADWAY,1322607827,,,10032.0,4/15/2019,00:00:00,2906,,,,,,,1322600369,,,10032.0,1,233.8188589,C,BROADWAY,BROADWAY,40,2,13,TF,36.53150354,-73.9450347,40.8340188,2800
11984,,,13,W  157 ST,1322602380,598,500,10032.0,9/13/2022,00:00:00,183602,,,ST,W,,,1322602595,599,501,10032.0,1,867.4775684,C,W 157 ST,157,30,2,13,FT,292.760131,-73.94476961,40.83401371,14041
2395,,,13,BROADWAY,1322607139,3799,3781,10032.0,4/15/2019,00:00:00,2907,,,,,,,1322606915,0,0,10032.0,1,257.9920503,C,BROADWAY,BROADWAY,40,2,13,TF,35.92874237,-73.9446254,40.8345818,2801
6062,3.0,TF,13,W  158 ST,1322602597,598,500,10032.0,4/19/2018,00:00:00,72744,,,ST,W,,,1322603633,599,501,10032.0,1,865.6263815,C,W 158 ST,158,30,2,13,TF,292.732021,-73.94431583,40.83463484,7286
2396,3.0,TF,13,BROADWAY,1322603692,3819,3801,10032.0,4/15/2019,00:00:00,2908,,,,,,,1322607279,0,0,10032.0,1,258.9069432,C,BROADWAY,BROADWAY,40,2,13,TF,36.4406667,-73.94417158,40.83519903,2802
2419,3.0,FT,13,BROADWAY,1322607828,0,0,10032.0,4/15/2019,00:00:00,2931,,,,,,,1322603634,3818,3800,10032.0,1,261.5535613,C,BROADWAY,BROADWAY,40,2,13,FT,35.37555804,-73.94397249,40.83511924,2823
11767,3.0,FT,13,W  159 ST,1322603635,598,500,10032.0,3/29/2022,00:00:00,181489,,,ST,W,,,1322602824,599,501,10032.0,1,869.1222445,C,W 159 ST,159,30,2,13,FT,292.7535038,-73.94385635,40.83526216,13625
2397,,,13,BROADWAY,1322606260,3839,3821,10032.0,4/15/2019,00:00:00,2909,,,,,,,1322605379,0,0,10032.0,1,262.3326263,C,BROADWAY,BROADWAY,40,2,13,TF,35.91227631,-73.94371835,40.83582207,2803
6085,,,13,W  160 ST,1322602826,598,500,10032.0,3/17/2017,00:00:00,72770,,,ST,W,,,1322602201,599,501,10032.0,1,869.6581354,C,W 160 ST,160,30,2,13,TF,292.8683371,-73.94340014,40.83588525,7332
2398,,,13,BROADWAY,1322604585,3859,3841,10032.0,4/15/2019,00:00:00,2910,,,,,,,1322607829,0,0,10032.0,1,261.3441983,C,BROADWAY,BROADWAY,40,2,13,TF,35.93136119,-73.9432613,40.83645285,2804
2399,,,13,BROADWAY,1322606092,3877,3861,10032.0,4/15/2019,00:00:00,2911,,,,,,,1322606595,0,0,10032.0,1,259.6075582,C,BROADWAY,BROADWAY,40,2,13,TF,36.44952713,-73.94280155,40.83707808,2805
2400,,,13,BROADWAY,1322601358,3899,3879,10032.0,4/15/2019,00:00:00,2912,,,,,,,1322605642,0,0,10032.0,1,258.9623348,C,BROADWAY,BROADWAY,40,2,13,TF,36.13815471,-73.94234515,40.83770144,2806
2401,,,13,BROADWAY,1322602070,3919,3901,10032.0,4/15/2019,00:00:00,2913,,,,,,,1322605832,0,0,10032.0,1,259.8760958,C,BROADWAY,BROADWAY,40,2,13,TF,35.71735613,-73.94189478,40.83832558,2807
2406,2.0,TF,13,BROADWAY,1322606003,4019,4001,10032.0,5/2/2022,00:00:00,2918,,,,,,,1322600491,0,0,10032.0,1,261.8417776,C,BROADWAY,BROADWAY,40,2,13,TF,42.51156895,-73.93950587,40.84159648,2812
2405,,,13,BROADWAY,1322605567,3999,3977,10032.0,4/15/2019,00:00:00,2917,,,,,,,1322600430,0,0,10032.0,1,228.7422854,C,BROADWAY,BROADWAY,35,2,13,TF,36.19413055,-73.93990402,40.84104521,2811
2410,,,13,BROADWAY,1322608062,0,0,10032.0,4/15/2019,00:00:00,2922,,,,,,,1322607169,3998,3976,10032.0,1,231.8239151,C,BROADWAY,BROADWAY,42,2,13,FT,35.45150094,-73.9397276,40.84096267,2814
2407,2.0,TF,13,BROADWAY,1322606001,4039,4021,10032.0,5/2/2022,00:00:00,2919,,,,,,,1322608066,0,0,10032.0,1,276.3797113,C,BROADWAY,BROADWAY,60,2,13,TW,6.08086366,-73.93927164,40.84227096,2813
4257,1.0,TW,13,ST NICHOLAS AVE,1322607169,1199,1129,10032.0,5/2/2022,00:00:00,19635,,,AVE,,,,1322600730,1158,1142,10032.0,1,261.7490461,C,ST NICHOLAS AVE,ST NICHOLAS,60,2,13,FT,17.17429333,-73.93951182,40.84082222,5090
7293,,,13,W  168 ST,1322600731,566,538,10032.0,3/17/2017,00:00:00,82699,,,ST,W,,,1322606102,599,537,10032.0,1,350.4132063,C,W 168 ST,168,42,2,13,TW,292.9162574,-73.93945842,40.84094896,8918
5319,,,13,W  165 ST,1322606121,598,526,10032.0,3/17/2017,00:00:00,28027,,,ST,W,,,1322602842,599,537,10032.0,1,406.5229233,C,W 165 ST,165,40,2,13,TW,297.4538712,-73.94088062,40.83904511,6554
5202,,,13,W  166 ST,1322602840,598,560,10032.0,3/17/2017,00:00:00,26999,,,ST,W,,,1322605367,599,561,10032.0,1,206.0443485,C,W 166 ST,166,40,2,13,TW,291.436049,-73.94042817,40.83978336,6406
2414,,,13,BROADWAY,1322605831,0,0,10032.0,4/15/2019,00:00:00,2926,,,,,,,1322603236,3918,3900,10032.0,1,258.1592618,C,BROADWAY,BROADWAY,40,2,13,FT,36.66845733,-73.94168633,40.83823691,2818
2415,,,13,BROADWAY,1322605643,0,0,10032.0,4/15/2019,00:00:00,2927,,,,,,,1322606433,3898,3880,10032.0,1,259.8074709,C,BROADWAY,BROADWAY,40,2,13,FT,36.3092886,-73.94214688,40.83761643,2819
2416,,,13,BROADWAY,1322607830,0,0,10032.0,4/15/2019,00:00:00,2928,,,,,,,1322601624,3878,3860,10032.0,1,259.486438,C,BROADWAY,BROADWAY,40,2,13,FT,35.81282794,-73.94260171,40.83699489,2820
2417,,,13,BROADWAY,1322606537,0,0,10032.0,4/15/2019,00:00:00,2929,,,,,,,1322602200,3858,3838,10032.0,1,260.6370719,C,BROADWAY,BROADWAY,40,2,13,FT,36.59222953,-73.94305784,40.83636699,2821
2418,,,13,BROADWAY,1322607174,0,0,10032.0,4/15/2019,00:00:00,2930,,,,,,,1322602825,3836,3820,10032.0,1,259.7633977,C,BROADWAY,BROADWAY,40,2,13,FT,36.17775132,-73.94351711,40.83574625,2822
2420,,,13,BROADWAY,1322607826,0,0,10032.0,4/15/2019,00:00:00,2932,,,,,,,1322606456,3798,3780,10032.0,1,258.8146851,C,BROADWAY,BROADWAY,40,2,13,FT,36.58425892,-73.94442166,40.83449307,2824
2421,,,13,BROADWAY,1322607825,0,0,10032.0,4/15/2019,00:00:00,2933,,,,,,,1322602379,3778,3756,10032.0,1,259.5359616,C,BROADWAY,BROADWAY,40,2,13,FT,36.69082109,-73.94488221,40.83387207,2825
2422,,,13,BROADWAY,1322607824,0,0,10032.0,4/15/2019,00:00:00,2934,,,,,,,1322604667,3754,3722,10032.0,1,279.7080902,C,BROADWAY,BROADWAY,40,2,13,FT,35.52416257,-73.94537429,40.83320473,2826
2424,,,13,BROADWAY,1322607822,0,0,10031.0,4/15/2019,00:00:00,2936,,,,,,,1322602198,3698,3678,10031.0,1,260.1473317,C,BROADWAY,BROADWAY,40,2,13,FT,36.59555025,-73.94677384,40.83128201,2829
2425,,,13,BROADWAY,1322600403,0,0,10031.0,4/15/2019,00:00:00,2937,,,,,,,1322601515,3676,3658,10031.0,1,260.2355493,C,BROADWAY,BROADWAY,40,2,13,FT,35.71394974,-73.94723192,40.83066051,2830
2426,,,13,BROADWAY,1322600343,0,0,10031.0,4/15/2019,00:00:00,2938,,,,,,,1322601065,3656,3640,10031.0,1,259.9224452,C,BROADWAY,BROADWAY,40,2,13,FT,36.07560712,-73.94768366,40.8300341,2831
2427,,,13,BROADWAY,1322607819,0,0,10031.0,4/15/2019,00:00:00,2939,,,,,,,1322606113,3638,3620,10031.0,1,259.5848912,C,BROADWAY,BROADWAY,40,2,13,FT,36.22253872,-73.94813848,40.8294106,2832
2428,,,13,BROADWAY,1322607818,0,0,10031.0,4/15/2019,00:00:00,2940,,,,,,,1322605417,3618,3600,10031.0,1,260.913875,C,BROADWAY,BROADWAY,40,2,13,FT,36.40619577,-73.94859769,40.82878468,2833
2429,,,13,BROADWAY,1322607817,0,0,10031.0,4/15/2019,00:00:00,2941,,,,,,,1322606773,3598,3580,10031.0,1,258.9193824,C,BROADWAY,BROADWAY,40,2,13,FT,35.82390143,-73.94905238,40.8281651,2834
2432,,,13,BROADWAY,1322605595,0,0,10031.0,3/5/2020,00:00:00,2944,,,,,,,1322603306,3540,3520,10031.0,1,279.8803412,C,BROADWAY,BROADWAY,40,2,13,FT,36.41649688,-73.95048752,40.82619336,2837
2431,,,13,BROADWAY,1322607815,0,0,10031.0,3/5/2020,00:00:00,2943,,,,,,,1322607146,3558,3542,10031.0,1,280.6016813,C,BROADWAY,BROADWAY,40,2,13,FT,35.86134991,-73.94999779,40.8268669,2836
2433,,,13,BROADWAY,1322607814,0,0,10031.0,4/15/2019,00:00:00,2945,,,,,,,1322601168,3518,3500,10031.0,1,260.957317,C,BROADWAY,BROADWAY,40,2,13,FT,36.97274585,-73.95095097,40.82556815,2838
2434,,,13,BROADWAY,1322607348,0,0,10031.0,4/15/2019,00:00:00,2946,,,,,,,1322604682,3498,3480,10031.0,1,258.4971882,C,BROADWAY,BROADWAY,40,2,13,FT,35.56839101,-73.95140853,40.8249533,2839
11488,,,13,W  143 ST,1322604681,598,500,10031.0,3/20/2017,00:00:00,176753,,,ST,W,,,1322601169,599,501,10031.0,1,756.1136984,S,W 143 ST,143,30,2,13,FT,292.5537651,-73.95110489,40.82500884,13299
2436,,,13,BROADWAY,1322605408,0,0,10031.0,4/15/2019,00:00:00,2948,,,,,,,1322604612,3456,3440,10031.0,1,260.0023239,C,BROADWAY,BROADWAY,40,2,13,FT,36.44375519,-73.95230863,40.82369884,2841
2438,,,13,BROADWAY,1322603266,0,0,10031.0,4/15/2019,00:00:00,2950,,,,,,,1322602798,3418,3396,10031.0,1,260.3681708,C,BROADWAY,BROADWAY,40,2,13,FT,36.54869507,-73.95321899,40.82245296,2843
2439,,,13,BROADWAY,1322607812,0,0,10031.0,4/15/2019,00:00:00,2951,,,,,,,1322603500,3394,3370,10031.0,1,264.9134949,C,BROADWAY,BROADWAY,40,2,13,FT,36.01415353,-73.95368615,40.82181973,2844
4332,,,13,W  138 ST,1322606687,598,570,10031.0,1/3/2019,00:00:00,19767,,,ST,W,,,1322606507,599,541,10031.0,1,209.6048519,S,W 138 ST,138,30,2,13,TW,292.8384918,-73.95345758,40.82192744,5161
2443,,,13,BROADWAY,1322606331,0,0,10031.0,4/15/2019,00:00:00,2955,,,,,,,1322601498,3334,3320,10031.0,1,280.0899864,C,BROADWAY,BROADWAY,30,2,13,FT,35.91476729,-73.95510166,40.81985772,2847
2442,,,13,BROADWAY,1322606319,0,0,10031.0,4/15/2019,00:00:00,2954,,,,,,,1322601079,3368,3336,10031.0,1,279.6942745,C,BROADWAY,BROADWAY,40,2,13,FT,35.24039119,-73.9546196,40.8205354,2846
12917,,,13,BROADWAY,1322606331,0,0,10031.0,3/29/2022,00:00:00,194846,,,,,,,1322605063,3318,3292,10031.0,1,260.3449537,C,BROADWAY,BROADWAY,30,2,13,FT,36.14685711,-73.95555621,40.81923156,15064
2445,,,13,BROADWAY,1322607264,0,0,10027.0,4/15/2019,00:00:00,2958,,,,,,,1322606575,3274,3260,10027.0,1,261.0182396,C,BROADWAY,BROADWAY,30,2,13,FT,35.75859302,-73.95648106,40.81798442,2849
2444,,,13,BROADWAY,1322603317,0,0,10027.0,4/15/2019,00:00:00,2957,,,,,,,1322606575,3290,3276,10027.0,1,260.845,C,BROADWAY,BROADWAY,30,2,13,FT,37.06108443,-73.95601759,40.81860491,2848
2447,,,13,BROADWAY,1322602013,0,0,10027.0,4/15/2019,00:00:00,2960,,,,,,,1322601422,3238,3214,10027.0,1,254.6745044,C,BROADWAY,BROADWAY,30,2,13,FT,35.98399494,-73.95736941,40.81675788,2851
12685,,,13,BROADWAY,1322607799,0,0,10027.0,3/30/2021,00:00:00,191186,,,,,,,1322602267,3078,3060,10027.0,1,260.3583113,C,BROADWAY,BROADWAY,30,2,13,FT,36.70447918,-73.96110151,40.8116346,14813
2449,,,13,BROADWAY,1322603181,0,0,10027.0,4/15/2019,00:00:00,2965,,,,,,,1322602914,3094,3080,10027.0,1,260.9932131,C,BROADWAY,BROADWAY,30,2,13,FT,36.14704176,-73.96064261,40.81225982,2853
10925,,,13,W  123 ST,1322602913,598,510,10027.0,10/13/2017,00:00:00,171956,,,ST,W,,,1322606748,599,511,10027.0,1,707.7031406,S,W 123 ST,123,34,2,13,FT,292.7246273,-73.96048739,40.81238655,12478
2452,,,13,BROADWAY,1322600151,0,0,10027.0,4/15/2019,00:00:00,2969,,,,,,,1322602562,3018,3010,10027.0,1,260.0078328,C,BROADWAY,BROADWAY,40,2,13,FT,35.85716404,-73.96249993,40.80976073,2856
6179,,,13,W  116 ST,0,598,500,10027.0,12/22/2015,00:00:00,73436,,,ST,W,,,0,599,501,10027.0,6,866.792592,,W 116 ST,116,0,2,13,NV,292.5446648,-73.96379595,40.80795936,7444
12702,,,13,BROADWAY,1322607794,0,0,10027.0,3/30/2021,00:00:00,191234,,,,,,,1322602562,2958,2940,10027.0,1,277.6630899,C,BROADWAY,BROADWAY,40,2,13,FT,35.75691838,-73.96393579,40.80777494,14853
2455,,,13,BROADWAY,1322605043,0,0,10025.0,4/15/2019,00:00:00,2974,,,,,,,1322604941,2898,2880,10025.0,1,261.0729551,C,BROADWAY,BROADWAY,40,2,13,FT,35.40611479,-73.96530752,40.80588961,2860
2454,,,13,BROADWAY,1322607792,0,0,10025.0,4/15/2019,00:00:00,2973,,,,,,,1322605823,2914,2900,10025.0,1,261.5806376,C,BROADWAY,BROADWAY,40,2,13,FT,35.60455265,-73.96485768,40.8065189,2859
