ORIG_FID,bike_lane,bike_trafd,frm_lvl_co,full_stree,l_blkfc_id,l_high_hn,l_low_hn,l_zip,date_modif,time_modif,physicalid,post_direc,post_modif,post_type,pre_direct,pre_modifi,pre_type,r_blkfc_id,r_high_hn,r_low_hn,r_zip,rw_type,shape_leng,snow_pri,st_label,st_name,st_width,status,to_lvl_co,trafdir,D_Angle,POINT_X,POINT_Y,SVI_ID
3153,2.0,TW,13,AMSTERDAM AVE,1322602269,1258,1240,10027.0,8/28/2020,00:00:00,3840,,,AVE,,,,1322607212,1257,1241,10027.0,1,257.331089,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,35.9834107,-73.95837306,40.81049015,3614
11881,,,13,MORNINGSIDE DR,1322605566,164,110,10027.0,12/14/2017,00:00:00,182988,,,DR,,,,1322606389,165,0,10027.0,1,611.5257701,C,MORNINGSIDE DR,MORNINGSIDE,40,2,13,TW,319.9809394,-73.95815335,40.81057256,13783
3154,2.0,TW,13,AMSTERDAM AVE,1322602912,1276,1260,10027.0,8/28/2020,00:00:00,3841,,,AVE,,,,1322602311,1279,1259,10027.0,1,265.0339882,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,35.97618278,-73.95792407,40.81110862,3615
3155,2.0,TW,13,AMSTERDAM AVE,1322603722,1296,1278,10027.0,8/28/2020,00:00:00,3842,,,AVE,,,,1322603464,1297,1281,10027.0,1,268.0774092,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.19867763,-73.95745952,40.81174403,3616
4345,,,13,W  126 ST,1322602295,498,462,10027.0,1/3/2019,00:00:00,19781,,,ST,W,,,1322601779,499,461,10027.0,1,256.1385781,S,W 126 ST,126,34,2,13,FT,319.5135435,-73.95558894,40.81400578,5188
3159,2.0,TW,13,AMSTERDAM AVE,1322603142,1398,1366,10027.0,8/28/2020,00:00:00,3846,,,AVE,,,,1322601776,1401,1381,10027.0,1,260.6367958,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.18856642,-73.95510768,40.81496631,3619
3160,2.0,TW,13,AMSTERDAM AVE,1322601419,1412,1400,10027.0,8/28/2020,00:00:00,3847,,,AVE,,,,1322601286,1419,1403,10027.0,1,260.0145448,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,35.95444217,-73.9546522,40.81559301,3620
3161,2.0,TW,13,AMSTERDAM AVE,1322601419,1428,1414,10027.0,8/28/2020,00:00:00,3848,,,AVE,,,,1322601484,1435,1421,10027.0,1,260.1976632,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.25645511,-73.95419631,40.81621622,3621
8235,,,13,W  131 ST,1322606201,498,400,10027.0,3/17/2017,00:00:00,102527,,,ST,W,,,1322604046,499,401,10027.0,1,386.9753099,H,W 131 ST,131,30,2,13,FT,292.8711673,-73.953962,40.81630724,10136
3163,2.0,TW,13,AMSTERDAM AVE,1322605065,1498,1476,10031.0,8/28/2020,00:00:00,3850,,,AVE,,,,1322602123,1499,1481,10031.0,1,264.8037506,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.20780637,-73.95283496,40.81807956,3622
4222,,,13,W  135 ST,1322606341,498,478,10031.0,3/17/2017,00:00:00,19593,,,ST,W,,,1322606318,499,477,10031.0,1,417.6841258,C,W 135 ST,135,30,2,13,TW,292.8374625,-73.95197449,40.81885539,5042
3165,2.0,TW,13,AMSTERDAM AVE,1322606091,1538,1520,10031.0,8/28/2020,00:00:00,3852,,,AVE,,,,1322602030,1539,1519,10031.0,1,259.3629182,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.16347421,-73.95184931,40.81942968,3624
3167,2.0,TW,13,AMSTERDAM AVE,1322601293,1602,1570,10031.0,8/28/2020,00:00:00,3854,,,AVE,,,,1322602030,1601,1579,10031.0,1,257.4379804,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.17698395,-73.95047826,40.82130729,3627
3168,2.0,TW,13,AMSTERDAM AVE,1322601518,1622,1604,10031.0,8/28/2020,00:00:00,3855,,,AVE,,,,1322602030,1617,1603,10031.0,1,260.7754876,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,35.99041633,-73.95002813,40.82192611,3628
3169,2.0,TW,13,AMSTERDAM AVE,1322604051,1638,1624,10031.0,8/28/2020,00:00:00,3856,,,AVE,,,,1322601356,1635,1619,10031.0,1,257.8947254,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.50677221,-73.94956866,40.82254964,3629
3170,2.0,TW,13,AMSTERDAM AVE,1322605098,1654,1640,10031.0,8/28/2020,00:00:00,3857,,,AVE,,,,1322601822,1659,1637,10031.0,1,260.7545186,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.30514733,-73.94911366,40.82316789,3630
3171,2.0,TW,13,AMSTERDAM AVE,1322602915,1682,1656,10031.0,8/28/2020,00:00:00,3858,,,AVE,,,,1322607197,1679,1661,10031.0,1,260.1897045,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,35.90958151,-73.94865782,40.82379525,3631
3172,2.0,TW,13,AMSTERDAM AVE,1322606426,1698,1684,10031.0,8/28/2020,00:00:00,3859,,,AVE,,,,1322602457,1695,1681,10031.0,1,259.5263504,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.12717189,-73.94820289,40.82441965,3632
3173,2.0,TW,13,AMSTERDAM AVE,1322607688,1718,1700,10031.0,8/28/2020,00:00:00,3860,,,AVE,,,,1322607034,1719,1697,10031.0,1,279.6553045,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.36587603,-73.94774616,40.82504115,3633
3174,2.0,TW,13,AMSTERDAM AVE,1322605284,1736,1720,10031.0,8/28/2020,00:00:00,3861,,,AVE,,,,1322606918,1737,1721,10031.0,1,279.531016,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.00863971,-73.94725588,40.82571324,3634
3175,2.0,TW,13,AMSTERDAM AVE,1322606736,1756,1738,10031.0,8/28/2020,00:00:00,3862,,,AVE,,,,1322604637,1757,1739,10031.0,1,260.3737725,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.09555635,-73.94676699,40.82638438,3635
3176,2.0,TW,13,AMSTERDAM AVE,1322603821,1778,1758,10031.0,8/28/2020,00:00:00,3863,,,AVE,,,,1322604720,1777,1759,10031.0,1,260.4390635,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.30214806,-73.94630945,40.82700829,3636
3177,2.0,TW,13,AMSTERDAM AVE,1322605419,1796,1780,10031.0,8/28/2020,00:00:00,3864,,,AVE,,,,1322601490,1797,1779,10031.0,1,259.4905698,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.18808328,-73.94585184,40.82763321,3637
3179,2.0,TW,13,AMSTERDAM AVE,1322606090,1838,1818,10031.0,8/28/2020,00:00:00,3866,,,AVE,,,,1322601299,1837,1819,10031.0,1,260.3199437,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.48900133,-73.94494319,40.82887741,3639
4234,,,13,W  151 ST,1322606149,498,430,10031.0,3/17/2017,00:00:00,19607,,,ST,W,,,1322602761,499,421,10031.0,1,535.9176852,H,W 151 ST,151,30,2,13,FT,292.8718161,-73.94478409,40.82900118,5067
3178,2.0,TW,13,AMSTERDAM AVE,1322601158,1816,1798,10031.0,8/28/2020,00:00:00,3865,,,AVE,,,,1322602900,1817,1799,10031.0,1,259.150552,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,35.86120882,-73.94539913,40.82825776,3638
3180,2.0,TW,13,AMSTERDAM AVE,1322601517,1858,1840,10031.0,8/28/2020,00:00:00,3867,,,AVE,,,,1322602760,1851,1839,10031.0,1,261.166079,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,35.90463809,-73.94448733,40.82950391,3640
3181,2.0,TW,13,AMSTERDAM AVE,1322606357,1878,1860,10031.0,8/28/2020,00:00:00,3868,,,AVE,,,,1322602857,1879,1853,10031.0,1,259.0010631,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.40046157,-73.94402842,40.83012899,3641
3182,2.0,TW,13,AMSTERDAM AVE,1322603287,1898,1880,10032.0,8/28/2020,00:00:00,3869,,,AVE,,,,1322606190,1899,1881,10032.0,1,258.2047871,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.06505125,-73.94357393,40.83075129,3642
8207,,,13,W  154 ST,1322601451,498,400,10032.0,7/24/2017,00:00:00,101599,,,ST,W,,,1322606804,499,401,10032.0,1,568.253166,S,W 154 ST,154,30,2,13,TF,292.0995302,-73.94331167,40.83082633,10113
3183,2.0,TW,13,AMSTERDAM AVE,1322603287,1910,1900,10032.0,8/28/2020,00:00:00,3870,,,AVE,,,,1322603949,1917,1901,10032.0,1,281.6394056,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.03694504,-73.94312254,40.8313716,3643
3184,,,13,AMSTERDAM AVE,1322604669,1938,1912,10032.0,8/28/2020,00:00:00,3871,,,AVE,,,,1322601381,1937,1919,10032.0,1,278.7867208,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,35.56090232,-73.9426343,40.83205107,3644
3185,,,13,AMSTERDAM AVE,1322606408,1954,1940,10032.0,8/28/2020,00:00:00,3872,,,AVE,,,,1322601381,1957,1939,10032.0,1,261.7351223,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.80611392,-73.94214315,40.8327159,3645
5187,,,13,W  157 ST,1322601380,498,460,10032.0,3/17/2017,00:00:00,26983,,,ST,W,,,1322605616,499,461,10032.0,1,363.4199991,C,W 157 ST,157,30,2,13,FT,292.9057176,-73.94197799,40.83284235,6379
3186,,,13,AMSTERDAM AVE,1322602596,1978,1956,10032.0,8/28/2020,00:00:00,3873,,,AVE,,,,1322605615,1979,1959,10032.0,1,259.3102974,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.12622499,-73.94168148,40.83334466,3646
3187,,,13,AMSTERDAM AVE,1322606724,1998,1980,10032.0,8/28/2020,00:00:00,3874,,,AVE,,,,1322601747,1999,1981,10032.0,1,261.1579894,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.23973934,-73.94122618,40.83396643,3647
5211,3.0,FT,13,W  159 ST,1322601746,498,488,10032.0,4/19/2018,00:00:00,27902,,,ST,W,,,1322604537,499,475,10032.0,1,241.2670099,S,W 159 ST,159,30,2,13,FT,293.3385065,-73.94090536,40.83402193,6413
3188,,,13,AMSTERDAM AVE,1322606514,2018,2000,10032.0,8/28/2020,00:00:00,3875,,,AVE,,,,1322604536,2015,2001,10032.0,1,257.6992381,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.31354034,-73.94076652,40.83459227,3648
6086,2.0,TF,13,W  160 ST,1322604535,498,440,10032.0,4/19/2018,00:00:00,72771,,,ST,W,,,1322603332,499,431,10032.0,1,191.548071,C,W 160 ST,160,30,2,13,TF,291.3062797,-73.94060178,40.83470699,7333
3189,3.0,TF,13,AMSTERDAM AVE,1322602202,2036,2020,10032.0,8/28/2020,00:00:00,3876,,,AVE,,,,1322603331,2039,2017,10032.0,1,259.8657185,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,35.52461574,-73.94031924,40.83521468,3649
12468,2.0,FT,13,ST NICHOLAS AVE,1322606067,0,0,10032.0,5/2/2022,00:00:00,189605,,,AVE,,,,1322604345,1036,1022,10032.0,1,210.8581668,C,ST NICHOLAS AVE,ST NICHOLAS,26,2,13,FT,10.42010642,-73.93964175,40.83567438,14380
3193,2.0,TW,13,AMSTERDAM AVE,1322606976,2098,2086,10032.0,8/28/2020,00:00:00,3880,,,AVE,,,,1322602751,2097,2085,10032.0,1,260.2418379,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.48160845,-73.93894735,40.83708445,3651
12625,,,13,W  164 ST,1322606491,498,0,10032.0,3/22/2021,00:00:00,190907,,,ST,W,,,1322607170,499,401,10032.0,1,573.977806,S,W 164 ST,164,30,2,13,TF,292.7272434,-73.93866675,40.83715724,14687
5322,,,13,W  165 ST,1322605369,498,400,10032.0,3/17/2017,00:00:00,28030,,,ST,W,,,1322606569,499,401,10032.0,1,526.320361,C,W 165 ST,165,40,2,13,TW,293.4180402,-73.93832558,40.8379013,6561
3195,2.0,TW,13,AMSTERDAM AVE,1322602887,2134,2118,10032.0,8/28/2020,00:00:00,3882,,,AVE,,,,1322603019,2137,2119,10032.0,1,241.9303732,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.08460278,-73.93799331,40.83838879,3653
3197,2.0,TW,13,AMSTERDAM AVE,1322602016,2160,2140,10032.0,4/15/2019,00:00:00,3884,,,AVE,,,,1322606906,2167,2143,10032.0,1,253.7115519,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.45452426,-73.93742798,40.83916463,3654
3200,2.0,TW,13,AMSTERDAM AVE,1322600579,2194,2180,10032.0,8/28/2020,00:00:00,3887,,,AVE,,,,1322600775,2199,2179,10032.0,1,256.1622092,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.17122026,-73.9365628,40.84034609,3655
3201,2.0,TW,13,AMSTERDAM AVE,1322600785,2214,2196,10032.0,8/28/2020,00:00:00,3888,,,AVE,,,,1322600775,2213,2201,10032.0,1,243.58503,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,35.77410555,-73.93611672,40.8409632,3656
8052,1.0,TW,13,W  170 ST,1322605981,498,400,10032.0,4/19/2018,00:00:00,97561,,,ST,W,,,1322608065,0,0,10032.0,1,203.2658502,C,W 170 ST,170,40,2,13,TF,297.6240468,-73.93596252,40.84102668,9938
3202,2.0,TW,13,AMSTERDAM AVE,1322605992,2234,2218,10032.0,8/28/2020,00:00:00,3889,,,AVE,,,,1322604140,0,0,10032.0,1,269.0436819,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.34497595,-73.93568934,40.84154621,3657
3203,2.0,TW,13,AMSTERDAM AVE,1322600714,2250,2236,10032.0,8/28/2020,00:00:00,3890,,,AVE,,,,1322602466,0,0,10032.0,1,248.186805,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,35.46389647,-73.93522243,40.8421962,3658
3204,2.0,TW,13,AMSTERDAM AVE,1322605515,2278,2252,10032.0,8/28/2020,00:00:00,3891,,,AVE,,,,1322602466,2273,2269,10032.0,1,268.6423368,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.00452963,-73.93479108,40.84279208,3659
5750,,,13,CROSS BRONX EP NB ET 1B,1322602467,,,10033.0,4/15/2019,00:00:00,67702,,,,,,,1322601800,,,10033.0,9,972.1620147,C,CROSS BRONX EP NB ET 1B,CROSS BRONX EP NB ET 1B,22,2,13,FT,236.1531045,-73.933579,40.84419766,6966
12593,3.0,TW,13,AMSTERDAM AVE,1322605997,2298,2280,10033.0,5/2/2022,00:00:00,190607,,,AVE,,,,1322602466,2301,0,10033.0,1,256.5085058,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.88988131,-73.93431459,40.8434322,14638
3206,3.0,TW,13,AMSTERDAM AVE,1322601525,2338,2316,10033.0,8/28/2020,00:00:00,3894,,,AVE,,,,1322601801,0,0,10033.0,1,276.2392229,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.05419994,-73.93336603,40.84472648,3661
3207,3.0,TW,13,AMSTERDAM AVE,1322601943,2358,2340,10033.0,8/28/2020,00:00:00,3895,,,AVE,,,,1322601801,0,0,10033.0,1,263.1395565,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.21907151,-73.9328816,40.84538902,3662
3208,3.0,TW,13,AMSTERDAM AVE,1322606637,2380,2360,10033.0,8/28/2020,00:00:00,3896,,,AVE,,,,1322601801,0,0,10033.0,1,254.9687844,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,35.98960261,-73.93242124,40.8460216,3663
5277,,,9,CROSS BRONX EXPY,1322607610,,,10033.0,10/13/2020,00:00:00,27982,,,EXPY,,,,1322603992,,,10033.0,2,390.3952428,V,CROSS BRONX EXPY,CROSS BRONX,18,2,9,FT,117.1425246,-73.93230082,40.8463957,6514
5744,,,13,HRD ET 24 NB AMSTERDAM AV,1322608389,,,10033.0,3/26/2019,00:00:00,67603,,,,,,,1322603726,,,10033.0,9,184.0808298,C,HRD ET 24 NB AMSTERDAM AV,HRD ET 24 NB AMSTERDAM AV,26,2,13,TW,292.9880174,-73.93203842,40.84648119,6958
5278,,,9,CROSS BRONX EXPY,1322600033,,,10033.0,10/14/2021,00:00:00,27983,,,EXPY,,,,1322604431,,,10033.0,2,388.6021357,V,CROSS BRONX EXPY,CROSS BRONX,25,2,9,FT,111.1060263,-73.93224602,40.8465106,6516
5309,,,9,CROSS BRONX EXPY,1322600428,,,10033.0,4/15/2019,00:00:00,28016,,,EXPY,,,,1322607601,,,10033.0,2,391.7119311,V,CROSS BRONX EXPY,CROSS BRONX,24,2,9,TF,111.3403148,-73.93216261,40.84663592,6539
11680,,,9,GEORGE WASHINGTON BRIDGE EN,1322603727,,,10033.0,4/15/2019,00:00:00,180298,,,,,,,1322603723,,,10033.0,9,208.7942644,C,GEORGE WASHINGTON BRIDGE EN,GEORGE WASHINGTON BRIDGE EN,25,2,9,FT,291.2578539,-73.93186183,40.84657243,13477
3217,3.0,TW,13,AMSTERDAM AVE,1322603486,2416,2400,10033.0,8/28/2020,00:00:00,3905,,,AVE,,,,1322608388,2421,2401,10033.0,1,260.5891499,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.12123206,-73.93150003,40.84728232,3664
3222,3.0,TW,13,AMSTERDAM AVE,1322605219,2476,2456,10033.0,8/28/2020,00:00:00,3910,,,AVE,,,,1322604088,2479,2461,10033.0,1,257.0577473,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.33799191,-73.93011479,40.84917582,3665
3223,3.0,TW,13,AMSTERDAM AVE,1322605724,2500,2478,10033.0,8/28/2020,00:00:00,3911,,,AVE,,,,1322604088,2499,2481,10033.0,1,242.7138542,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,32.4194209,-73.9296952,40.84981472,3666
3224,3.0,TW,13,AMSTERDAM AVE,1322608502,2516,2502,10033.0,8/28/2020,00:00:00,3912,,,AVE,,,,1322604088,2519,2501,10033.0,1,251.9578387,C,AMSTERDAM AVE,AMSTERDAM,28,2,13,TW,35.3211707,-73.92928914,40.85039801,3667
12706,,,13,W  186 ST,1322604089,498,400,10033.0,3/31/2021,00:00:00,191262,,,ST,W,,,1322602461,499,401,10033.0,1,372.8180074,S,W 186 ST,186,34,2,13,TF,292.4952443,-73.92857413,40.85114879,14867
3227,2.0,TW,13,AMSTERDAM AVE,1322605758,2598,2578,10040.0,8/28/2020,00:00:00,3916,,,AVE,,,,1322601031,2599,2581,10040.0,1,261.1867306,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.02018667,-73.92734644,40.85296809,3670
12546,2.0,TW,13,AMSTERDAM AVE,1322605271,2576,2558,10040.0,5/2/2022,00:00:00,190173,,,AVE,,,,1322602868,2579,2561,10040.0,1,260.0809178,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.10832761,-73.9278012,40.85234309,14556
3228,2.0,TW,13,AMSTERDAM AVE,1322604862,2616,2600,10040.0,7/6/2022,00:00:00,3917,,,AVE,,,,1322601031,2617,2601,10040.0,1,250.7677438,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,TW,36.17141634,-73.92688886,40.85359476,3671
3230,1.0,FT,13,AMSTERDAM AVE,1322606545,436,418,10024.0,8/28/2020,00:00:00,3920,,,AVE,,,,1322606743,439,419,10024.0,1,263.8331805,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,FT,36.0452106,-73.97747682,40.78431093,3673
5980,,,13,W  81 ST,1322603707,198,100,10024.0,3/17/2017,00:00:00,72641,,,ST,W,,,1322606829,199,101,10024.0,1,900.0433331,C,W 81 ST,81,30,2,13,TF,293.3926497,-73.97726563,40.78442141,7182
3381,,,13,W  79 ST,1322606352,198,100,10024.0,4/15/2019,00:00:00,4106,,,ST,W,,,1322603659,199,101,10024.0,1,900.4006286,C,W 79 ST,79,60,2,13,TW,292.7913132,-73.97821772,40.78310132,3900
3233,1.0,FT,13,AMSTERDAM AVE,1322605732,378,358,10024.0,8/28/2020,00:00:00,3923,,,AVE,,,,1322605403,375,359,10024.0,1,261.506096,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,FT,36.43647586,-73.97893224,40.78231675,3676
3350,2.0,TF,13,W  78 ST,1322607178,198,100,10024.0,4/19/2018,00:00:00,4070,,,ST,W,,,1322602182,199,101,10024.0,1,895.8052259,C,W 78 ST,78,30,2,13,TF,292.8452176,-73.97872998,40.78242582,3843
6835,2.0,FT,13,W  77 ST,1322603291,198,100,10024.0,4/19/2018,00:00:00,79978,,,ST,W,,,1322605402,199,101,10024.0,1,904.6865541,C,W 77 ST,77,30,2,13,FT,292.5062619,-73.97915978,40.78178713,8151
8495,1.0,FT,13,AMSTERDAM AVE,1322601528,356,340,10024.0,8/28/2020,00:00:00,116515,,,AVE,,,,1322603292,357,341,10024.0,1,267.2613103,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,FT,35.72456028,-73.97940081,40.78167721,10421
3236,1.0,FT,13,AMSTERDAM AVE,1322606586,288,280,10023.0,8/28/2020,00:00:00,3927,,,AVE,,,,1322604049,297,279,10023.0,1,263.6987311,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,FT,35.9964573,-73.98078491,40.77977204,3679
10948,,,13,W  74 ST,1322604048,198,100,10023.0,3/17/2017,00:00:00,172116,,,ST,W,,,1322603911,199,101,10023.0,1,899.0592348,S,W 74 ST,74,30,2,13,TF,292.8062788,-73.98057011,40.77988165,12526
6030,,,13,W  73 ST,1322606099,198,100,10023.0,3/17/2017,00:00:00,72704,,,ST,W,,,1322604050,199,101,10023.0,1,899.554092,S,W 73 ST,73,30,2,13,FT,292.8275875,-73.98102911,40.77924746,7244
10313,2.0,FT,13,AMSTERDAM AVE,1322605548,,,10023.0,1/25/2021,00:00:00,148152,,,AVE,,,,1322601772,,,10023.0,1,229.6984821,C,AMSTERDAM AVE,AMSTERDAM,50,2,13,FT,33.08908733,-73.98166519,40.77854067,11893
11908,,,13,W  72 ST,1322606267,198,0,10023.0,12/18/2017,00:00:00,183071,,,ST,W,,,1322601112,199,101,10023.0,1,894.7376147,C,W 72 ST,72,60,2,13,TW,292.9516396,-73.98153325,40.7785707,13844
3240,1.0,FT,13,AMSTERDAM AVE,1322602361,222,200,10023.0,8/28/2020,00:00:00,3932,,,AVE,,,,1322606718,221,199,10023.0,1,259.9082433,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,FT,36.79215538,-73.98269101,40.77715824,3682
11966,1.0,FT,13,AMSTERDAM AVE,1322602361,198,180,10023.0,8/28/2020,00:00:00,183548,,,AVE,,,,1322606861,197,0,10023.0,1,263.301669,C,AMSTERDAM AVE,AMSTERDAM,65,2,13,FT,35.21540412,-73.98315371,40.77653103,13983
3242,1.0,FT,13,AMSTERDAM AVE,1322602361,158,140,10023.0,8/28/2020,00:00:00,3935,,,AVE,,,,1322604908,157,141,10023.0,1,257.1149975,C,AMSTERDAM AVE,AMSTERDAM,65,2,13,FT,35.34203672,-73.98406851,40.77529249,3684
6200,,,13,W  67 ST,1322604909,198,114,10023.0,1/3/2019,00:00:00,73485,,,ST,W,,,1322603672,199,115,10023.0,1,527.2814323,S,W 67 ST,67,30,2,13,FT,293.00557,-73.98394927,40.77541983,7469
3241,1.0,FT,13,AMSTERDAM AVE,1322602361,178,160,10023.0,8/28/2020,00:00:00,3934,,,AVE,,,,1322603671,177,159,10023.0,1,260.3821997,C,AMSTERDAM AVE,AMSTERDAM,65,2,13,FT,37.63058977,-73.98360893,40.77589958,3683
7710,,,13,W  68 ST,1322603670,198,136,10023.0,1/3/2019,00:00:00,91652,,,ST,W,,,1322604174,199,141,10023.0,1,386.8554437,S,W 68 ST,68,30,2,13,TF,292.7446554,-73.98336837,40.7759923,9493
3243,1.0,FT,13,AMSTERDAM AVE,1322606782,138,118,10023.0,8/28/2020,00:00:00,3936,,,AVE,,,,1322604782,139,121,10023.0,1,270.6657917,C,AMSTERDAM AVE,AMSTERDAM,60,2,13,FT,35.62106588,-73.9845336,40.7746384,3685
3244,1.0,FT,13,AMSTERDAM AVE,1322602908,116,100,10023.0,8/28/2020,00:00:00,3937,,,AVE,,,,1322605290,119,111,10023.0,1,260.0065815,C,AMSTERDAM AVE,AMSTERDAM,65,2,13,FT,35.93832369,-73.98498401,40.77401145,3686
10885,1.0,FT,13,AMSTERDAM AVE,1322601591,98,0,10023.0,8/28/2020,00:00:00,170652,,,AVE,,,,1322605290,107,0,10023.0,1,277.7494385,C,AMSTERDAM AVE,AMSTERDAM,68,2,13,FT,36.32735959,-73.98547006,40.77334364,12425
3246,1.0,FT,13,AMSTERDAM AVE,1322601591,56,40,10023.0,10/13/2020,00:00:00,3939,,,AVE,,,,1322601736,55,37,10023.0,1,262.5427933,C,AMSTERDAM AVE,AMSTERDAM,68,2,13,FT,35.94667547,-73.98634699,40.77214894,3688
12667,,,13,W  62 ST,1322601737,198,100,10023.0,7/8/2021,00:00:00,191152,,,ST,W,,,1322605295,199,101,10023.0,1,896.4459671,S,W 62 ST,62,50,2,13,TW,293.2666709,-73.98614863,40.77226084,14773
3245,1.0,FT,13,AMSTERDAM AVE,1322601591,78,58,10023.0,8/28/2020,00:00:00,3938,,,AVE,,,,1322605290,85,57,10023.0,1,236.2240027,C,AMSTERDAM AVE,AMSTERDAM,68,2,13,FT,36.32681378,-73.9858862,40.77277769,3687
10889,,,13,AMSTERDAM HOUSES PEDESTRIAN PATH,1322605634,,,10023.0,5/16/2017,00:00:00,170663,,,PATH,,,,1322607741,,,10023.0,6,200.9629851,,AMSTERDAM HOUSES PEDESTRIAN PATH,AMSTERDAM HOUSES PEDESTRIAN,18,2,13,NV,114.5359253,-73.98590366,40.77290255,12426
3247,1.0,FT,13,AMSTERDAM AVE,1322606462,38,20,10023.0,8/28/2020,00:00:00,3940,,,AVE,,,,1322601734,35,19,10023.0,1,256.11844,C,AMSTERDAM AVE,AMSTERDAM,68,2,13,FT,36.22682855,-73.98679457,40.77153308,3689
3248,1.0,FT,13,AMSTERDAM AVE,1222605315,18,2,10023.0,8/28/2020,00:00:00,3941,,,AVE,,,,1222602954,17,1,10023.0,1,266.5523748,C,AMSTERDAM AVE,AMSTERDAM,58,2,13,FT,36.32942756,-73.98726331,40.77089386,3690
7423,,,13,W  60 ST,1222602957,198,100,10023.0,8/24/2022,00:00:00,88850,,,ST,W,,,1222605324,199,101,10023.0,1,898.7428832,C,W 60 ST,60,50,2,13,FT,293.0742728,-73.9870466,40.77101189,9123
3250,2.0,FT,13,STANTON ST,1222603547,168,154,10002.0,4/19/2018,00:00:00,3943,,,ST,,,,1222605248,167,151,10002.0,1,251.2812138,S,STANTON ST,STANTON,24,2,13,FT,106.8722357,-73.9847511,40.72031728,3692
3261,2.0,TF,13,CLINTON ST,1222601517,32,2,10002.0,4/19/2018,00:00:00,3956,,,ST,,,,1222603546,31,1,10002.0,1,456.2363929,S,CLINTON ST,CLINTON,24,2,13,TF,207.8139847,-73.98441841,40.7203459,3703
3249,2.0,FT,13,STANTON ST,1222601516,184,170,10002.0,4/19/2018,00:00:00,3942,,,ST,,,,1222601953,187,169,10002.0,1,249.6244168,C,STANTON ST,STANTON,24,2,13,FT,107.0248195,-73.9839095,40.72006037,3691
