ORIG_FID,D_Angle,POINT_X,POINT_Y,SVI_ID
"3883",36.95662656,-73.94048523,40.81953487,"4628"
"3842",37.33696316,-73.94020009,40.82022775,"4587"
"3882",36.04358246,-73.94002792,40.82015844,"4627"
"3844",36.66869034,-73.94111286,40.81897965,"4589"
"3884",35.40574503,-73.94094682,40.81891323,"4629"
"3849",36.64305735,-73.94342926,40.81581838,"4594"
"3851",36.06966858,-73.94437439,40.81452144,"4596"
"3891",35.39947295,-73.94420915,40.81445362,"4636"
"3853",37.29082321,-73.9453001,40.81325896,"4598"
"3893",37.1823085,-73.94511336,40.81319682,"4638"
"3854",35.40629319,-73.94574696,40.81266402,"4599"
"3894",35.0747022,-73.94556897,40.81258596,"4639"
"3857",36.32682754,-73.94711005,40.81079373,"4602"
"3897",35.27859018,-73.94694402,40.81072597,"4642"
"3863",36.95942591,-73.94993551,40.80692746,"4608"
"3903",37.30781777,-73.94975793,40.8068518,"4648"
"3864",35.21704613,-73.95039665,40.80630548,"4609"
"3904",34.77100915,-73.95022006,40.80623225,"4649"
"3867",36.39281367,-73.95176024,40.80440916,"4612"
"3907",36.27929928,-73.95160308,40.80434156,"4652"
"3872",36.15189084,-73.95501619,40.79994593,"4617"
"3914",36.6143788,-73.95486878,40.79988331,"4657"
"3879",36.69366188,-73.93862836,40.82207402,"4624"
"5228",293.0114759,-73.93847716,40.82226638,"6440"
"3889",37.38408233,-73.94325875,40.81574454,"4634"
"2896",36.10834017,-73.95056741,40.79215416,"3332"
"3938",36.33754217,-73.94806735,40.81441624,"4686"
"7026",292.7459642,-73.94791655,40.814567,"8495"
"3945",36.09192607,-73.94479149,40.81890359,"4693"
"3948",36.15817714,-73.94342597,40.82077403,"4696"
"4892",292.8168751,-73.94329715,40.82090703,"6020"
"3947",36.21460785,-73.9438809,40.82015179,"4695"
"4486",292.8131109,-73.94373951,40.82027907,"5429"
"3949",36.18735988,-73.94297072,40.82139649,"4697"
"5098",292.8878564,-73.94282642,40.82152564,"6249"
"3965",36.12099808,-73.95688743,40.80233765,"4710"
"5627",292.8491325,-73.95674129,40.80247191,"6837"
"3991",292.9010348,-73.95766562,40.80121876,"4772"
"3014",36.15863088,-73.95551895,40.77671569,"3464"
"1777",36.13244395,-73.95327746,40.7757703,"2204"
"3968",112.8663634,-73.95321859,40.77594545,"4715"
"2770",36.03635352,-73.95712193,40.77739104,"3181"
"2008",36.37715464,-73.95862982,40.77802722,"2431"
"2879",36.15907016,-73.96035086,40.77875108,"3314"
"2777",36.22054341,-73.95382587,40.78190814,"3188"
"3020",35.5113319,-73.95222928,40.78123642,"3470"
"3984",112.9727426,-73.94306741,40.77755888,"4756"
"4453",36.68679233,-73.94302428,40.77734399,"5365"
"9046",11.35902017,-73.94290369,40.7777181,"11174"
"10622",345.8286409,-73.94272391,40.77762853,"12168"
"3989",292.8363599,-73.95459641,40.79992255,"4767"
"1918",35.99261937,-73.94581965,40.79600227,"2339"
"2033",35.33820403,-73.94556294,40.79590191,"2456"
"2798",36.19770756,-73.94405593,40.79528766,"3209"
"3041",36.41385234,-73.94245756,40.79460935,"3491"
"4005",36.10346623,-73.93765654,40.81834656,"4795"
"4039",37.5932295,-73.93780291,40.8184029,"4829"
"4006",36.19927584,-73.93810782,40.81772827,"4796"
"4040",35.49361345,-73.9382638,40.81779408,"4830"
"4013",36.06263596,-73.94183146,40.81265236,"4803"
"4048",36.47507234,-73.94196977,40.81270879,"4838"
"4022",35.9716819,-73.94646519,40.80628307,"4812"
"4057",35.00183939,-73.94661188,40.80634751,"4847"
"4024",35.67606792,-73.94737815,40.80503169,"4814"
"4059",35.73126169,-73.9475302,40.80509568,"4849"
"4031",36.22901737,-73.95067087,40.80053608,"4821"
"4066",35.77829803,-73.95081309,40.80059859,"4856"
"4032",35.11221321,-73.95112185,40.79991703,"4822"
"4067",35.40345358,-73.95126148,40.79997434,"4857"
"4034",37.52975252,-73.9520106,40.79867882,"4824"
"10340",36.80110131,-73.95210698,40.79883221,"11925"
"4004",36.49245032,-73.93721479,40.8189454,"4794"
"4038",36.40404007,-73.93734429,40.81901878,"4828"
"4015",36.49629388,-73.9427381,40.81138531,"4805"
"4050",36.24692474,-73.94288282,40.81144698,"4840"
"4017",36.71499809,-73.94410186,40.80951219,"4807"
"4052",37.24431234,-73.94424095,40.80956962,"4842"
"4054",35.18998774,-73.94519677,40.80828201,"4844"
"4026",36.06491749,-73.94829147,40.80377407,"4816"
"4061",35.52247099,-73.9484424,40.80383909,"4851"
"4027",36.63093497,-73.9487536,40.80314269,"4817"
"4062",36.9990453,-73.94890173,40.80320409,"4852"
"4030",36.58309696,-73.9502071,40.80116397,"4820"
"4065",36.40264042,-73.95035242,40.80122662,"4855"
"4035",35.87890529,-73.93587891,40.82091942,"4825"
"4073",292.9242111,-73.95114041,40.81016229,"4868"
"4303",35.986168,-73.95272976,40.8105746,"5124"
"4082",317.7637293,-73.96029164,40.81788682,"4881"
"7918",47.50074366,-73.96058232,40.81804988,"9775"
"7794",222.7440333,-73.96096917,40.81885951,"9610"
"8957",43.26982847,-73.96103475,40.81885366,"11004"
"4055",37.28345183,-73.94568618,40.80760336,"4845"
"4020",36.366923,-73.94554224,40.80754117,"4810"
"5126",36.14067591,-73.94240344,40.80622359,"6295"
"4120",112.8874576,-73.95284864,40.76819623,"4906"
"4149",36.10816866,-73.95290059,40.76801532,"4946"
"1769",36.01076051,-73.95751765,40.76996441,"2196"
"4123",112.8519279,-73.95745546,40.77014178,"4918"
"3007",36.35024614,-73.95975757,40.7709105,"3457"
"2763",36.22724315,-73.96135737,40.77158463,"3174"
"2871",36.01283873,-73.96458636,40.77294371,"3306"
"3971",112.9150549,-73.94861042,40.77400287,"4725"
"4133",35.90963871,-73.94866173,40.77382276,"4931"
"4132",36.35082107,-73.94819786,40.77445555,"4930"
"7032",112.8819217,-73.94815011,40.77463958,"8512"
"3983",112.8807595,-73.9453197,40.77851354,"4752"
"4137",36.38655366,-73.9453627,40.77833902,"4935"
"4138",36.0282194,-73.94490511,40.77896624,"4936"
"4199",112.0097157,-73.94484695,40.77917414,"5009"
"4440",112.8160532,-73.9499967,40.77209873,"5348"
"4146",36.04015259,-73.95150883,40.76992062,"4943"
"7132",112.9214364,-73.95146078,40.77009897,"8696"
"4620",112.8625804,-73.95331294,40.76756185,"5702"
"4159",37.13647036,-73.95754282,40.76165431,"4956"
"4529",112.8714539,-73.95750576,40.76181636,"5515"
"4158",36.0570617,-73.95709132,40.76226904,"4955"
"4555",112.8196386,-73.95704963,40.76244491,"5569"
"6417",38.48807498,-73.95270228,40.76460025,"7624"
"8657",41.58302834,-73.95264712,40.76456143,"10634"
"2759",36.11422788,-73.96326825,40.76896637,"3170"
"2867",36.06948305,-73.96649746,40.77032668,"3302"
"3016",36.10680856,-73.95459525,40.77798373,"3466"
"2772",36.21658278,-73.95619564,40.77865921,"3183"
"1779",36.29270833,-73.95235271,40.77704005,"2206"
"4179",112.8541433,-73.95229333,40.7772161,"4973"
"4182",112.8838029,-73.94543501,40.77432255,"4983"
"4449",36.20385548,-73.94537754,40.77410026,"5361"
"1939",35.8698563,-73.95792398,40.77938905,"2362"
"2881",36.19338334,-73.9594231,40.78002067,"3316"
"4189",34.44478355,-73.95367504,40.81185951,"4990"
"4193",36.22840058,-73.95599397,40.80865239,"4994"
"4192",35.93745948,-73.95553565,40.80928306,"4993"
"4635",34.6235666,-73.95835098,40.80295847,"5720"
"2885",36.15132625,-73.95659495,40.78389681,"3320"
"3866",36.79902429,-73.95129378,40.80503492,"4611"
"3906",36.01087292,-73.95114278,40.80497336,"4651"
"3925",36.16695021,-73.95406559,40.80620459,"4675"
"4207",292.7945516,-73.95390224,40.80633036,"5019"
"4641",36.05700165,-73.95551969,40.80681659,"5726"
"3032",36.05367443,-73.94665289,40.7888625,"3482"
"2789",36.02309643,-73.94825543,40.78953538,"3200"
"2894",36.32413229,-73.95148287,40.79089722,"3330"
"4221",292.3212364,-73.95083035,40.81837408,"5040"
"4411",49.86003419,-73.95095314,40.81835437,"5290"
"4222",292.8374625,-73.95197449,40.81885539,"5042"
"2600",17.4297087,-73.94950943,40.83081032,"3010"
"4233",292.5601694,-73.94942605,40.83094727,"5064"
"3179",36.48900133,-73.94494319,40.82887741,"3639"
"4234",292.8718161,-73.94478409,40.82900118,"5067"
"4244",21.65900928,-73.94256218,40.82789641,"5080"
"5234",35.71505314,-73.94209628,40.82768499,"6444"
"4238",25.52305349,-73.94479892,40.82394268,"5074"
"4237",35.9565373,-73.9444078,40.82451225,"5069"
"4246",17.8435006,-73.94070199,40.83294536,"5082"
"4247",23.03012974,-73.94042051,40.83364459,"5083"
"5210",292.8826944,-73.9402491,40.83373982,"6412"
"4253",8.017124535,-73.94001945,40.83753313,"5086"
"5139",292.7714179,-73.93993502,40.83768947,"6307"
"5200",293.0712137,-73.93978583,40.83952817,"6403"
"4265",36.20799195,-73.93669218,40.84526764,"5094"
"4266",36.27614855,-73.93621918,40.84591253,"5095"
"4274",35.85444817,-73.93434534,40.8484797,"5098"
"4278",35.99803002,-73.93251217,40.85098702,"5102"
"4277",36.22172478,-73.9329583,40.85037402,"5101"
"4282",36.28081605,-73.9306442,40.85354128,"5106"
"4290",25.15727804,-73.94615045,40.82110956,"5111"
"4300",45.46716231,-73.95108168,40.81242378,"5121"
"7995",291.9329152,-73.9508595,40.81254722,"9853"
"4306",356.8202996,-73.95295039,40.80837326,"5127"
"1783",35.88557764,-73.9504442,40.77966083,"2210"
"4312",112.8506927,-73.95038526,40.7798306,"5138"
"3019",36.20849943,-73.95268288,40.78060461,"3469"
"2776",35.8667248,-73.95428334,40.78128165,"3187"
"4319",111.1992499,-73.94546071,40.7752856,"5149"
"4320",118.0069845,-73.94480099,40.77495422,"5150"
"4335",292.7608623,-73.95355275,40.80946704,"5167"
"4645",36.12381014,-73.95368273,40.80933016,"5730"
"4336",292.8928483,-73.95660778,40.81075759,"5170"
"3862",37.43309275,-73.94946333,40.80754682,"4607"
"3902",35.81112721,-73.94929776,40.80748127,"4647"
"5207",36.19776939,-73.94488894,40.80561524,"6408"
"12366",185.6167089,-73.94453889,40.80567391,"14318"
"4345",319.5135435,-73.95558894,40.81400578,"5188"
"4346",319.1600465,-73.95687193,40.81549176,"5191"
"4302",35.87567929,-73.95224325,40.81124652,"5123"
"3859",35.71836397,-73.948059,40.80948788,"4604"
"3932",35.93825825,-73.95081695,40.8106537,"4680"
"4350",292.9276996,-73.95065772,40.81083364,"5199"
"3899",36.51742174,-73.94788012,40.80941029,"4644"
"4019",35.47008947,-73.94505329,40.80822085,"4809"
"5125",36.14211919,-73.94191287,40.8068953,"6294"
"2775",36.3134998,-73.9547414,40.78065057,"3186"
"2883",36.3201613,-73.9579717,40.78201385,"3318"
"3964",36.04565726,-73.95642868,40.8029676,"4709"
"4373",292.8516523,-73.95628672,40.80310084,"5244"
"4636",36.91120711,-73.95789213,40.80358131,"5721"
"3172",36.12717189,-73.94820289,40.82441965,"3632"
"5541",292.8307692,-73.95201907,40.82213687,"6765"
"2599",15.68515344,-73.94930123,40.83153385,"3009"
"5233",36.18022848,-73.94164674,40.82830199,"6443"
"1294",353.0129178,-73.94404492,40.78054819,"1543"
"1313",338.8475124,-73.94389903,40.78051606,"1616"
"3159",36.18856642,-73.95510768,40.81496631,"3619"
"4406",292.6590145,-73.95296594,40.81425371,"5281"
"4423",2.470892244,-73.95308421,40.81408839,"5307"
"4409",7.478589835,-73.95299782,40.81488808,"5285"
"4413",36.4001206,-73.9481879,40.8219656,"5297"
"4416",36.18362825,-73.94636292,40.82445947,"5300"
"4417",36.24105841,-73.9458713,40.82513058,"5301"
"3024",35.98617221,-73.9503902,40.78374223,"3474"
"2781",36.09662595,-73.95199109,40.7844169,"3192"
"1787",37.40977524,-73.9481523,40.78279373,"2214"
"4425",112.9077898,-73.94809451,40.78296585,"5312"
"2888",36.00346503,-73.9552208,40.78577784,"3323"
"1998",35.81494225,-73.96431636,40.77022759,"2421"
"2868",36.06795036,-73.96603809,40.77095737,"3303"
"4451",35.95408229,-73.94441684,40.77541606,"5363"
"4455",112.980675,-73.94444163,40.77567667,"5370"
"2774",36.0403885,-73.95523501,40.77997698,"3185"
"2779",36.18556184,-73.95290867,40.78316165,"3190"
"2886",36.12698926,-73.95613689,40.78452421,"3321"
"2892",36.34631421,-73.95285811,40.78901125,"3327"
"2021",36.27133156,-73.95110239,40.78827253,"2444"
"1297",52.95513431,-73.94208012,40.78441645,"1550"
"3868",35.25001473,-73.95276048,40.80305088,"4613"
"5624",292.8902581,-73.95225438,40.80057874,"6830"
"3169",36.50677221,-73.94956866,40.82254964,"3629"
"3924",36.11813458,-73.95452447,40.80557659,"4674"
"4491",292.7568239,-73.9544028,40.80571962,"5436"
"4498",112.9172185,-73.95510621,40.77335858,"5450"
"1747",35.61995057,-73.96726035,40.75661472,"2176"
"4506",112.6273809,-73.96720157,40.75678563,"5470"
"1969",36.21603253,-73.972817,40.75895237,"2392"
"1980",36.08772109,-73.97261624,40.75886918,"2403"
"2921",36.06709449,-73.97432988,40.75959351,"3359"
"2861",36.07116106,-73.96923476,40.76657086,"3296"
"2754",36.26843133,-73.96600797,40.76521059,"3165"
"4671",107.9049937,-73.95869861,40.75910209,"5772"
"6372",112.9893225,-73.95886894,40.75884647,"7595"
"7262",114.681106,-73.9587241,40.75903669,"8868"
"1961",35.99806738,-73.96908867,40.76406419,"2384"
"2751",35.94616031,-73.96737846,40.76333241,"3162"
"2858",36.27681286,-73.97060528,40.76469443,"3293"
"2745",35.97705007,-73.97018531,40.75948122,"3156"
"2742",36.15047118,-73.97155645,40.75760419,"3153"
"2738",36.27453082,-73.97338275,40.75509753,"3149"
"2860",36.29171458,-73.96969082,40.76594596,"3295"
"2753",35.93500602,-73.96646486,40.76458612,"3164"
"4622",37.01837517,-73.96484293,40.75327287,"5707"
"4698",112.7274779,-73.96506136,40.75341899,"5827"
"4626",34.93613282,-73.96209535,40.79782486,"5711"
"4627",36.09111146,-73.96253596,40.7972001,"5712"
"4628",36.35029204,-73.96299763,40.79656824,"5713"
"4640",35.97050743,-73.95597714,40.80618781,"5725"
"4644",36.0314808,-73.95414195,40.80870046,"5729"
"1966",36.42762724,-73.97144431,40.76083294,"2389"
"2853",36.11482667,-73.97295885,40.7614686,"3288"
"2746",36.0480627,-73.96973155,40.76010504,"3157"
"2857",35.90098867,-73.97106319,40.76406851,"3292"
"1962",36.74700496,-73.96954961,40.76343388,"2385"
"4683",293.4785441,-73.96829702,40.78495031,"5795"
"2740",36.07441294,-73.97247,40.75635053,"3151"
"1971",36.51885635,-73.97418527,40.75707433,"2394"
"2648",35.81259402,-73.97081249,40.80150911,"3063"
"2656",36.72770257,-73.97065411,40.80144346,"3072"
"1297",52.95513431,-73.9435559,40.78343959,"1547"
"4730",38.99457203,-73.94365932,40.78348728,"5867"
"7015",113.1173757,-73.94367719,40.78370015,"8474"
"4799",36.54464843,-73.91949263,40.86037487,"5943"
"4811",36.27359149,-73.92088065,40.86179043,"5955"
"4886",293.293556,-73.9205642,40.86184645,"6010"
"4810",36.60008686,-73.92041937,40.86241328,"5954"
"5082",294.7253345,-73.92011024,40.86246662,"6230"
"4806",35.28175487,-73.91907268,40.86427858,"5952"
"5061",292.3456773,-73.91871122,40.86436794,"6222"
"4817",36.8933713,-73.91668686,40.86750116,"5959"
"4821",37.25742186,-73.91484107,40.87003108,"5963"
"7221",292.8982775,-73.91448842,40.87013789,"8818"
"4820",35.64408763,-73.91533493,40.86937108,"5962"
"7231",292.9107275,-73.91499297,40.86947068,"8839"
"4851",292.8422872,-73.93209015,40.85352362,"5979"
"4900",38.3029703,-74.01591089,40.71753391,"6030"
"5511",294.8116411,-74.01562101,40.71760285,"6724"
"4908",69.73371504,-73.92021154,40.86571721,"6045"
"1914",36.33090148,-73.94252674,40.80051852,"2335"
"2037",36.69206617,-73.9422609,40.80040438,"2459"
"5365",36.23067896,-73.92925189,40.85295508,"6615"
"4925",292.6981005,-73.93163439,40.85414331,"6080"
"4996",36.22405683,-73.93187735,40.85406087,"6147"
"10682",326.3417665,-73.92711516,40.86043867,"12222"
"4937",66.3024097,-73.92006826,40.8633526,"6088"
"4960",36.52464766,-73.92812399,40.86610986,"6111"
"7218",292.824874,-73.93259008,40.85284073,"8814"
"5000",36.05535588,-73.93374906,40.85150138,"6151"
"5031",292.8125102,-73.9335281,40.85155606,"6182"
"5001",36.37568536,-73.93419178,40.85089477,"6152"
"7247",292.5856869,-73.93395781,40.85096273,"8856"
"6428",358.038167,-73.98280132,40.78779645,"7634"
"135",35.20887495,-73.98418935,40.78513872,"110"
"262",34.74672063,-73.9843181,40.7851898,"281"
"147",35.88967933,-73.99678114,40.76658246,"134"
"6775",292.8405136,-74.00781831,40.75170923,"8033"
"5529",292.31541,-74.00817645,40.75022967,"6751"
"193",11.92654863,-74.01137318,40.72355149,"178"
"221",11.34437112,-74.01157277,40.72357249,"208"
"196",11.37039704,-74.01177403,40.72146712,"182"
"271",39.72344921,-73.95916192,40.82073944,"343"
"291",40.10096322,-73.95903945,40.8206882,"389"
"6343",42.89117748,-73.95910051,40.8207144,"7559"
"273",37.51103373,-73.95780376,40.82248412,"346"
"288",37.85549756,-73.95768018,40.82243671,"386"
"6345",36.48018702,-73.95757563,40.82240116,"7562"
"8959",40.42274563,-73.95766849,40.82242599,"11010"
"8958",31.26441542,-73.95708967,40.82318998,"11008"
"8962",49.72131306,-73.95693953,40.82305655,"11011"
"280",13.44234778,-73.94510486,40.84346367,"363"
"281",12.95751402,-73.94499051,40.84354345,"366"
"5417",189.0119411,-73.94530246,40.84365808,"6662"
"8871",34.07579774,-73.93366785,40.86374775,"10915"
"4976",309.9417525,-73.93090022,40.86855492,"6132"
"8904",81.10364388,-73.92486604,40.87624147,"10939"
"443",151.296257,-74.0067038,40.72176589,"613"
"10691",21.66521978,-74.00675609,40.72154791,"12236"
"7680",136.5080926,-74.00125433,40.71026802,"9441"
"6434",128.9300672,-74.0003002,40.70891071,"7639"
"983",308.6725322,-74.00301381,40.71067366,"1132"
"984",306.3869735,-74.00299866,40.71068906,"1135"
"5596",128.8561009,-74.00291359,40.71083515,"6815"
"6432",129.1504112,-74.00281342,40.71090947,"7637"
"10082",128.8369642,-74.0028243,40.71083484,"11741"
"164",22.66874372,-74.00760055,40.75226188,"151"
"239",20.55329873,-74.00780829,40.75235021,"235"
"1030",292.2679362,-74.00737554,40.75230599,"1188"
"1212",295.3529615,-74.00230421,40.76028973,"1400"
"1464",281.9046828,-73.99919621,40.75885988,"1852"
"7414",293.7021483,-73.99930613,40.75865647,"9116"
"8473",346.3975283,-73.97484264,40.73408551,"10368"
"9119",345.6086613,-73.97451953,40.73419538,"11236"
"9121",347.1648008,-73.97444176,40.73416161,"11239"
"5052",222.4022362,-73.97472016,40.73718721,"6215"
"1243",85.89993771,-73.98288794,40.71064155,"1453"
"1347",85.94723485,-73.98290653,40.71073099,"1694"
"6468",86.65882551,-73.98266146,40.71085025,"7666"
"9083",84.9930098,-73.98288061,40.71058261,"11205"
"1266",56.87283747,-73.97421815,40.7379899,"1514"
"8318",112.7921675,-73.9742764,40.73826441,"10226"
"1271",35.85842591,-73.95904079,40.75818808,"1517"
"1272",35.85842591,-73.95904079,40.75818808,"1518"
"6050",112.1813858,-73.95917191,40.75843886,"7279"
"8015",35.30575109,-73.95914423,40.7582321,"9885"
"4098",113.3444962,-73.95894741,40.75873877,"4893"
"4099",113.3444962,-73.95894741,40.75873877,"4894"
"4112",113.1046194,-73.95889995,40.75880391,"4901"
"4113",113.1046194,-73.95889995,40.75880391,"4902"
"7624",113.4552383,-73.95898475,40.75868765,"9380"
"1285",52.99026903,-73.95609627,40.76113407,"1521"
"1318",45.39091449,-73.95568032,40.76130307,"1635"
"1289",39.34708676,-73.94934684,40.76842409,"1533"
"1316",40.34073191,-73.9492136,40.76840739,"1631"
"12081",40.57162545,-73.94899087,40.76847263,"14167"
"1283",37.43556102,-73.95814118,40.75940624,"1519"
"1321",37.43556102,-73.95814118,40.75940624,"1646"
"4531",36.88826699,-73.95823568,40.75954266,"5519"
"4538",112.8838936,-73.95826245,40.75968186,"5531"
"7834",30.26763795,-73.95816723,40.75963217,"9654"
"12762",217.1082613,-73.95795646,40.75979978,"14914"
"12763",51.70863239,-73.95802141,40.75936606,"14916"
"1494",51.51315957,-73.99657201,40.75495245,"1900"
"1453",293.1432881,-73.99847226,40.75867631,"1848"
"1454",304.4681986,-73.99859091,40.75872075,"1849"
"1457",287.9489087,-73.99843007,40.75870155,"1850"
"6799",264.1765191,-73.99812759,40.7587181,"8062"
"1475",292.9570105,-73.99525723,40.75705706,"1860"
"1550",341.1326987,-73.99523653,40.75673451,"1974"
"1552",116.0650091,-73.99572217,40.75685685,"1976"
"10085",106.5529366,-73.99558638,40.75706062,"11743"
"3676",292.9157014,-73.9954684,40.75552361,"4295"
"5792",60.85775701,-73.99602037,40.75542927,"6995"
"5813",65.74625721,-73.99610856,40.7554369,"7006"
"1547",105.3255065,-73.99591702,40.756833,"1973"
"1904",36.63421547,-73.93788084,40.80689162,"2325"
"1908",35.42846301,-73.93977596,40.80429531,"2329"
"1907",35.31104318,-73.9393287,40.8049261,"2328"
"1910",35.75860808,-73.94068765,40.8030326,"2331"
"1912",36.56008219,-73.94160224,40.80177296,"2333"
"1945",36.18696186,-73.96123392,40.77484807,"2368"
"2064",35.71389861,-73.98014696,40.74888339,"2489"
"2070",35.95634102,-73.97995132,40.74880469,"2494"
"12907",35.92539224,-73.98005566,40.74884741,"15059"
"2073",37.19108076,-73.97859093,40.75064868,"2497"
"2161",36.96517306,-73.97042322,40.74801796,"2599"
"8323",29.80541241,-73.96743739,40.75178277,"10233"
"10774",113.1393118,-73.96178688,40.75988407,"12294"
"11043",113.7469427,-73.96186957,40.76020392,"12705"
"11044",113.7469427,-73.96186957,40.76020392,"12706"
"2364",36.22344107,-73.96223187,40.81046571,"2766"
"2451",37.30630048,-73.96203577,40.81037731,"2855"
"2404",36.19304534,-73.94038474,40.84038825,"2810"
"2411",35.45094442,-73.94019245,40.8403098,"2815"
"2606",49.17086137,-73.94682031,40.83837954,"3017"
"2610",26.86471139,-73.94684746,40.83830387,"3025"
"2617",15.77334547,-73.94367169,40.84374229,"3040"
"8633",13.3448763,-73.94323532,40.84902661,"10587"
"2568",36.10405464,-73.97023056,40.80251518,"2966"
"6688",39.09703861,-73.99550787,40.72486371,"7903"
"2839",112.926135,-73.96460233,40.75404241,"3256"
"4623",36.80386112,-73.96445587,40.75378987,"5708"
"8028",18.37590767,-73.98469885,40.78537648,"9900"
"6249",225.653601,-73.98448441,40.78595946,"7508"
"5799",49.52058519,-73.99777133,40.75460962,"6997"
"3608",152.482393,-73.99356659,40.71254979,"4192"
"3616",150.2738219,-73.9937064,40.71254653,"4199"
"3625",153.828244,-73.99344399,40.71255231,"4206"
"3639",85.22110797,-73.99376891,40.71235782,"4219"
"8846",150.3358001,-73.99337213,40.71257186,"10843"
"8883",151.3515115,-73.993772,40.71253612,"10920"
"8858",181.9461493,-73.99442588,40.71445361,"10848"
"11624",150.7220374,-73.99477021,40.71429671,"13441"
"3612",151.2370041,-73.99503698,40.71516609,"4195"
"3613",140.860869,-73.99525915,40.71511278,"4196"
"3622",159.4350036,-73.9947774,40.71504934,"4203"
"6439",84.10003766,-73.96306042,40.76042832,"7640"
"4091",112.2238739,-73.96266472,40.76034649,"4887"
"4106",113.9173461,-73.96266379,40.7604415,"4895"
"10034",132.915226,-73.96256775,40.76051709,"11704"
"12930",119.0773388,-73.96247498,40.76042497,"15078"
"4093",113.6090908,-73.96118583,40.75970708,"4889"
"4107",112.3193541,-73.96112835,40.75978958,"4897"
"6370",114.1910282,-73.96110198,40.75981616,"7594"
"6441",107.916763,-73.96098242,40.75961586,"7641"
"7621",113.4308834,-73.96100256,40.75956254,"9376"
"7933",117.3563052,-73.96109327,40.75982155,"9780"
"7621",113.4308834,-73.96045681,40.75932859,"9377"
"9435",112.3010674,-73.96052185,40.75964374,"11542"
"12549",112.7213649,-73.96042656,40.75977162,"14564"
"4096",113.9402409,-73.95954536,40.75899763,"4891"
"4110",114.3025216,-73.95951108,40.75906614,"4899"
"9540",113.5749103,-73.95949153,40.75911161,"11573"
"4749",318.8491783,-73.93299211,40.8063622,"5879"
"4778",316.4539262,-73.9333135,40.80649361,"5907"
"4862",318.8491783,-73.93289526,40.80632216,"5998"
"11412",315.7315327,-73.93326754,40.80630222,"13203"
"4751",356.1835745,-73.93488676,40.81039815,"5882"
"4870",2.099720185,-73.9347725,40.81041227,"6004"
"8743",350.8139287,-73.9350232,40.81037431,"10754"
"4756",6.989006897,-73.93401444,40.8167759,"5886"
"4771",5.725504563,-73.93416231,40.81679895,"5904"
"9080",3.257268769,-73.93382218,40.81719713,"11201"
"7493",201.2870428,-73.93517692,40.83583973,"9202"
"9643",4.689110667,-73.93492401,40.83569864,"11663"
"7212",172.5639698,-73.93440299,40.81508115,"8807"
"12069",108.8184117,-73.93464579,40.81490913,"14150"
"7643",116.5138483,-73.93499171,40.81155071,"9395"
"1312",3.189192317,-73.94399616,40.78252161,"1613"
"8491",14.6890572,-73.9442884,40.78262534,"10417"
"10213",5.692717951,-73.94382403,40.78253202,"11825"
"9392",305.3844249,-73.93279096,40.80284968,"11529"
"6853",292.6000094,-73.98126956,40.76778893,"8188"
"4800",36.3167013,-73.91902805,40.86100566,"5944"
"4939",37.09023553,-73.91299384,40.86925084,"6089"
"11114",7.147673697,-73.92467843,40.86132751,"12862"
"11172",66.75034283,-73.92488995,40.86158592,"12935"
"269",41.84842851,-73.96020494,40.81953674,"341"
"7793",221.3782154,-73.96005234,40.81985743,"9608"
"8957",43.26982847,-73.96023943,40.81973574,"11006"
"292",41.19181447,-73.95955504,40.82008191,"390"
"270",41.66367273,-73.95967559,40.82013192,"342"
"2371",36.12749902,-73.95623874,40.81869959,"2777"
"2444",37.06108443,-73.95601759,40.81860491,"2848"
"4992",293.9576898,-73.95583749,40.81872136,"6143"
"26",195.1622563,-74.01152045,40.70515427,"12"
"8871",34.07579774,-73.9342248,40.86270346,"10913"
"318",10.03227522,-74.00994994,40.72582922,"509"
"508",275.1057839,-74.00969823,40.72596691,"659"
"10940",276.0276475,-74.00968423,40.72604941,"12501"
"326",5.107295139,-74.00850078,40.7339924,"519"
"516",261.3839787,-74.00833648,40.73411788,"668"
"7650",274.5717116,-74.01051107,40.72150979,"9401"
"891",277.5222182,-74.01058029,40.71745509,"1035"
"371",12.11199796,-74.01084253,40.71688363,"550"
"7661",294.3632022,-74.01082829,40.71692287,"9416"
"389",39.47225856,-74.00593219,40.71462424,"563"
"430",38.22774504,-74.00801085,40.71705399,"602"
"897",294.706944,-74.00775316,40.7170285,"1039"
"464",2.886715413,-74.00920917,40.71611326,"629"
"474",10.01287187,-74.00836765,40.72119397,"633"
"477",11.44019189,-74.00799904,40.72320876,"636"
"12793",275.3626713,-74.00755496,40.72584001,"14960"
"492",9.453196996,-74.00675929,40.73081402,"645"
"497",9.163237132,-74.00619967,40.73432831,"650"
"518",261.2686059,-74.00592099,40.73447919,"671"
"504",9.030189701,-74.00540173,40.73934041,"656"
"520",261.6392297,-74.00314642,40.73489718,"675"
"1033",344.0040597,-74.00313327,40.73482319,"1190"
"680",51.35805224,-74.00745855,40.72408076,"825"
"1376",108.474195,-73.99673991,40.71913567,"1719"
"6791",28.12846711,-73.99653749,40.71890871,"8053"
"5994",27.00732768,-73.99228275,40.71753659,"7201"
"6777",294.6887395,-74.00037988,40.71944102,"8034"
"1688",112.8264555,-73.97085567,40.75177011,"2122"
"1740",36.23557262,-73.97091132,40.75160123,"2169"
"2324",26.46334789,-73.98140128,40.7205219,"2729"
