ORIG_FID,D_Angle,POINT_X,POINT_Y,SVI_ID
"693",38.10574938,-74.00622001,40.71623364,"857"
"895",294.4513585,-74.0060573,40.71625155,"1037"
"113",38.40008434,-74.00672842,40.71646366,"74"
"907",36.11944374,-74.00166932,40.74092379,"1044"
"1145",292.8723531,-74.00144847,40.74103495,"1301"
"616",292.8607059,-74.00102302,40.74162334,"773"
"908",35.92860567,-74.00120686,40.74156089,"1045"
"685",292.8479339,-74.00059754,40.74220928,"840"
"909",36.06523435,-74.00077957,40.74214813,"1046"
"914",36.18851112,-73.99862174,40.74510934,"1051"
"963",292.8194928,-73.99838177,40.74525009,"1105"
"916",35.94899254,-73.99765959,40.74643204,"1053"
"6812",292.8578292,-73.99744473,40.74653583,"8102"
"919",36.15206273,-73.99629672,40.74830223,"1056"
"3759",292.9939266,-73.99609233,40.7483951,"4427"
"920",36.16628766,-73.99584611,40.74891874,"1057"
"1155",292.8638751,-73.99564523,40.74900862,"1337"
"926",36.0688604,-73.99217893,40.75395392,"1063"
"3675",292.8631941,-73.99197937,40.75404911,"4294"
"943",35.95245779,-73.98438528,40.76464983,"1080"
"6868",292.703423,-73.9841132,40.76472107,"8232"
"952",329.8575168,-74.00540527,40.73234893,"1085"
"167",334.866883,-74.00792322,40.74920995,"155"
"236",334.3516356,-74.0081052,40.74916668,"231"
"808",35.7422527,-73.99294284,40.74271628,"966"
"964",292.6978799,-73.99554268,40.74405576,"1110"
"1110",35.93408056,-73.99578051,40.74391149,"1258"
"600",8.868653294,-74.00556622,40.72702185,"748"
"991",40.33602995,-74.00145233,40.72124607,"1141"
"1399",115.8808669,-74.00167391,40.72136192,"1740"
"998",40.73462288,-73.99520515,40.72864343,"1152"
"999",40.81722722,-73.99467287,40.72926019,"1153"
"1001",40.12213294,-73.99329885,40.73088605,"1156"
"3661",112.8305698,-73.99348825,40.73104573,"4251"
"701",291.6739319,-74.00175098,40.73766817,"869"
"1007",329.3848059,-74.00065789,40.73581859,"1160"
"581",262.1503061,-73.99983393,40.73470702,"729"
"1009",332.6682111,-73.99992576,40.73459727,"1162"
"1008",328.2887099,-74.00028475,40.73519309,"1161"
"1011",295.5871817,-74.00246914,40.72480826,"1165"
"1025",292.4681015,-73.99601355,40.72184665,"1180"
"1026",292.275098,-73.99525467,40.72153363,"1181"
"6793",21.55859914,-73.99553352,40.72144574,"8056"
"1037",347.8684278,-74.00383884,40.73741894,"1194"
"1040",359.5142381,-74.00386433,40.73934697,"1196"
"6661",293.5074847,-74.00362665,40.73931447,"7871"
"1061",36.00479481,-73.99189493,40.76453718,"1214"
"6862",292.8611984,-73.99168335,40.7646396,"8215"
"1067",36.0199475,-73.98915576,40.76829569,"1220"
"3283",292.807099,-73.98894096,40.76839391,"3749"
"1069",36.31468152,-73.9882073,40.76959432,"1222"
"3789",292.799152,-73.98795444,40.76974521,"4504"
"1082",35.99409182,-74.00603577,40.74512637,"1234"
"3670",292.8211735,-74.00585318,40.74518613,"4282"
"762",109.3200765,-73.99971403,40.71742293,"931"
"540",301.9343444,-73.99909323,40.71741362,"691"
"1100",36.14859367,-74.00029696,40.73770905,"1248"
"6808",292.8425185,-74.0000777,40.73782054,"8083"
"702",292.7982853,-74.00054477,40.73718645,"874"
"1101",33.71965602,-74.0007643,40.73705417,"1249"
"686",292.819601,-73.99775482,40.74101157,"845"
"1105",35.97358234,-73.99793819,40.74095041,"1253"
"1114",36.29954129,-73.99346119,40.74709614,"1262"
"3758",292.7897739,-73.99325246,40.74719045,"4422"
"1117",35.8753978,-73.99211439,40.74895092,"1265"
"3718",293.0157402,-73.99189939,40.74905636,"4353"
"1122",36.17580447,-73.98934276,40.75275962,"1270"
"3682",292.7969112,-73.98913339,40.75284922,"4300"
"1128",36.03731103,-73.98659937,40.75651611,"1276"
"1130",36.97405538,-73.98565735,40.75781377,"1278"
"3467",21.61011258,-73.98560212,40.75780957,"4000"
"3773",293.0485196,-73.98544426,40.75793371,"4471"
"1134",35.77702177,-73.98382651,40.76032338,"1282"
"5974",292.6412964,-73.98362614,40.7604137,"7170"
"1135",36.28056689,-73.98337875,40.7609358,"1283"
"6859",292.8349071,-73.98316259,40.76105137,"8206"
"1103",36.50733424,-73.99883166,40.73972016,"1251"
"1149",292.8289773,-73.99861073,40.73983795,"1312"
"173",10.36660882,-74.00841022,40.74375862,"161"
"231",12.23159054,-74.00860785,40.74380705,"226"
"1147",293.6901252,-74.0083208,40.74394663,"1307"
"802",36.1616998,-73.99599196,40.73852468,"960"
"162",20.95608836,-74.00707878,40.75365371,"149"
"1152",292.6938729,-74.00701383,40.7537876,"1327"
"1115",35.96823139,-73.99301023,40.74771585,"1263"
"1156",292.818632,-73.99280434,40.7478108,"1342"
"813",35.86881345,-73.99016708,40.74652155,"971"
"1158",292.8495433,-73.98848713,40.74599252,"1347"
"3484",10.40653543,-73.98862179,40.74587045,"4015"
"1154",292.6700946,-73.99848838,40.75019661,"1332"
"1161",36.44512877,-73.99868702,40.75011522,"1350"
"3674",292.9099083,-73.99481401,40.75524699,"4289"
"1187",36.02912274,-73.98768346,40.76521745,"1369"
"6920",292.8012313,-73.98747113,40.76531979,"8336"
"1189",36.02136231,-73.98631052,40.76709629,"1371"
"3282",292.8860869,-73.98610207,40.76719998,"3744"
"1190",35.88255566,-73.98585581,40.7677241,"1372"
"6819",292.9407853,-73.98561152,40.76787294,"8125"
"1195",35.98266762,-74.00319311,40.74392882,"1377"
"3669",292.8234011,-74.00301193,40.74399054,"4277"
"615",292.8199189,-74.003866,40.74281967,"768"
"1197",37.63206442,-74.00405272,40.74275441,"1379"
"684",292.8197482,-74.00343958,40.74340518,"835"
"1196",36.11174139,-74.003619,40.74334276,"1378"
"367",0.902105614,-74.006451,40.73934836,"547"
"6769",296.6052963,-73.99764889,40.72919175,"8015"
"1203",40.29763359,-73.99909493,40.72790272,"1385"
"1220",36.385132,-73.97377674,40.73793736,"1408"
"1225",34.50158911,-73.9736259,40.73786991,"1412"
"1229",32.28172959,-73.97378159,40.7381447,"1417"
"1325",36.74088579,-73.97396439,40.73810154,"1654"
"10069",10.32757543,-73.9745794,40.73597521,"11727"
"10382",351.2313858,-73.97505237,40.73595311,"11957"
"10383",351.9828568,-73.97490959,40.73596825,"11958"
"1262",17.39023936,-73.97223324,40.74324431,"1510"
"1322",22.43314392,-73.97218422,40.74306827,"1648"
"10642",15.00676294,-73.97228142,40.74310253,"12189"
"11072",19.52888729,-73.9719538,40.74305905,"12784"
"4827",118.2859753,-73.94423189,40.78296556,"5968"
"4830",108.2588745,-73.94416816,40.78307755,"5969"
"1307",49.10132091,-73.93164779,40.79395858,"1584"
"10642",15.00676294,-73.97273147,40.74200607,"12187"
"1232",327.4689034,-73.97343213,40.73098273,"1428"
"6368",322.533389,-73.9737564,40.7308747,"7593"
"1233",21.29080677,-73.97199257,40.72630056,"1432"
"1334",29.38794632,-73.97211289,40.72634477,"1668"
"9071",356.8249642,-73.97191577,40.72627256,"11184"
"539",305.948214,-73.99979316,40.71789886,"690"
"1373",115.7127864,-73.99852641,40.71978665,"1717"
"761",113.6453387,-74.00044419,40.71769373,"930"
"3778",27.25139756,-73.99076558,40.71707891,"4481"
"1387",108.4449678,-73.9885913,40.71652076,"1728"
"1396",107.4265027,-73.9793954,40.71379485,"1736"
"1400",116.0963481,-74.00243773,40.72173357,"1741"
"1208",40.10110156,-74.00387012,40.72226211,"1394"
"1402",116.1135978,-74.00391454,40.72245627,"1743"
"932",36.23581041,-73.98943983,40.75771212,"1069"
"1415",292.854027,-73.98919439,40.75786327,"1768"
"3469",21.5799297,-73.98618595,40.75636025,"4002"
"826",36.18386032,-73.98376696,40.75532136,"982"
"1419",164.1550752,-73.99782271,40.71215644,"1778"
"1425",292.842134,-73.99602178,40.75985738,"1786"
"1177",36.01151855,-73.99272161,40.75830779,"1359"
"1427",292.8312064,-73.99252745,40.75838525,"1793"
"931",36.10112701,-73.98992631,40.75704738,"1068"
"1428",292.8430604,-73.98968509,40.75718858,"1798"
"1127",36.89631512,-73.9870899,40.75584787,"1275"
"1430",292.8997068,-73.98630572,40.75576636,"1802"
"3470",16.88296148,-73.98646666,40.75560277,"4003"
"825",35.72067439,-73.98424914,40.75465907,"981"
"925",35.99950102,-73.99263033,40.75333384,"1062"
"1438",292.8310624,-73.99242988,40.75343237,"1818"
"1166",36.23070562,-73.99546552,40.75453565,"1355"
"1437",293.2449423,-73.99525676,40.75464576,"1813"
"1121",35.3305308,-73.98979038,40.75214328,"1269"
"1440",293.0154841,-73.98739649,40.75131386,"1822"
"3476",10.05967961,-73.98767537,40.75124543,"4009"
"1442",292.8334245,-73.99566017,40.75640622,"1825"
"1515",31.51081353,-73.99585551,40.756323,"1932"
"1169",36.31939759,-73.99456969,40.75577086,"1356"
"1445",292.9733643,-73.99436644,40.7558657,"1830"
"927",35.93679729,-73.99173048,40.75457193,"1064"
"1446",292.6905838,-73.99152597,40.75466217,"1835"
"1123",36.32806876,-73.98889162,40.75337389,"1271"
"821",36.28056651,-73.98604791,40.7521787,"977"
"3474",13.83949183,-73.98734897,40.75273554,"4007"
"1591",36.13380746,-73.98282399,40.75082182,"2016"
"1470",281.5601321,-73.9986171,40.71494357,"1854"
"1049",35.5018649,-73.99695547,40.75759136,"1205"
"928",36.16006817,-73.99128232,40.75518626,"1065"
"1478",292.886171,-73.99107121,40.75528503,"1871"
"1170",35.9517972,-73.9941196,40.75638959,"1357"
"1477",292.8536559,-73.99391352,40.75648303,"1866"
"1124",36.30935356,-73.98843491,40.75399532,"1272"
"1479",292.7744957,-73.98818372,40.75406648,"1873"
"3473",17.24275951,-73.98713429,40.75345958,"4006"
"1592",35.98243787,-73.98237497,40.75143948,"2017"
"822",36.54594355,-73.98559292,40.75279389,"978"
"816",37.67938937,-73.98835107,40.74898327,"974"
"1497",27.79175976,-73.99487499,40.71832993,"1902"
"544",330.0968689,-73.9957333,40.71651281,"695"
"1505",288.9709551,-73.99905315,40.71582583,"1909"
"1504",289.6580119,-73.9982784,40.71555663,"1908"
"6787",30.44060235,-73.99856572,40.71550659,"8047"
"1092",34.99219618,-74.00023784,40.7160574,"1242"
"1506",289.0273614,-73.99988182,40.71611131,"1910"
"935",36.54470797,-73.98803684,40.75964128,"1072"
"3455",15.40804904,-73.98537949,40.75854579,"3988"
"1131",39.0817202,-73.98516289,40.75843426,"1279"
"1511",293.0017772,-73.98498844,40.75854762,"1924"
"829",36.55102306,-73.9823584,40.75724828,"985"
"1513",40.16668414,-73.99618911,40.73000603,"1930"
"3517",296.6324003,-73.99583915,40.73004293,"4061"
"1523",34.67675611,-73.99726413,40.75441734,"1933"
"3533",293.3275263,-73.99690711,40.75452694,"4087"
"1533",292.521813,-73.99545724,40.72326337,"1942"
"1525",292.5040431,-73.99625342,40.72359332,"1934"
"1528",296.2819476,-73.99911779,40.72489529,"1937"
"1531",296.325185,-74.00142996,40.72603646,"1940"
"1534",292.5258683,-73.99470169,40.72295006,"1943"
"150",36.39365656,-73.99814473,40.76472296,"137"
"1182",36.03119945,-73.99041142,40.761474,"1364"
"1537",292.9324325,-73.9902098,40.76156173,"1956"
"936",36.28530919,-73.98757497,40.76026896,"1073"
"1538",292.8735531,-73.98729242,40.76032766,"1960"
"830",36.03903355,-73.98190591,40.75786756,"986"
"1596",36.36535346,-73.97867186,40.75651006,"2021"
"1555",40.45931122,-73.9959156,40.72511406,"1979"
"1567",36.09812517,-73.99423533,40.7351525,"1994"
"1572",35.9311913,-73.99144921,40.7389845,"1999"
"1575",35.90145732,-73.99016962,40.74074272,"2002"
"1576",36.51264393,-73.98971672,40.74135753,"2003"
"1579",35.30524169,-73.98830125,40.74329874,"2004"
"1581",36.07632616,-73.98739715,40.74454549,"2006"
"1584",35.88526808,-73.98604518,40.74640232,"2009"
"1590",35.88459149,-73.9832735,40.75020491,"2015"
"1597",35.50622544,-73.97822035,40.75713826,"2022"
"1599",35.96262707,-73.97730609,40.75839208,"2024"
"1604",36.18121778,-73.97502303,40.76151923,"2029"
"1605",36.1659756,-73.97456432,40.76214669,"2030"
"1607",36.70423974,-73.97265994,40.76475498,"2032"
"1608",36.29496151,-73.972202,40.76537636,"2033"
"1610",36.38014095,-73.97129551,40.76662057,"2035"
"1611",36.26888402,-73.9708339,40.76724908,"2036"
"1616",35.39524859,-73.9680976,40.77100041,"2041"
"1617",36.13881083,-73.96764306,40.77162681,"2042"
"1620",36.1215443,-73.9661861,40.77362006,"2045"
"1623",36.01791244,-73.96479825,40.77552455,"2048"
"1625",36.0874928,-73.96387841,40.77679021,"2050"
"1624",35.94610663,-73.96433876,40.77615784,"2049"
"1629",36.13679412,-73.96195342,40.77942664,"2053"
"1628",36.17191722,-73.96241666,40.77879242,"2052"
"1632",36.61794599,-73.96055595,40.78133367,"2056"
"1631",36.16795253,-73.96101827,40.78070915,"2055"
"1634",36.06955595,-73.95957131,40.78269295,"2058"
"1637",36.42438363,-73.9582155,40.78456128,"2061"
"1638",36.56044228,-73.9577498,40.78519,"2062"
"1645",35.44301317,-73.95217786,40.79283142,"2069"
"1647",35.97750992,-73.95125379,40.79408837,"2071"
"1661",40.21333719,-73.99542896,40.72963402,"2081"
"3516",295.9630905,-73.99508085,40.72966597,"4060"
"3776",296.2035125,-73.99559385,40.72907299,"4478"
"1663",40.31742059,-73.99405314,40.73125545,"2084"
"3662",113.0055526,-73.99424192,40.73136376,"4252"
"1377",109.2056926,-73.99591737,40.71885287,"1720"
"1669",28.02625098,-73.99575844,40.71863644,"2090"
"2694",110.6025998,-73.99366032,40.72439968,"3108"
"2715",109.6327681,-73.99358813,40.72456483,"3126"
"1677",31.85234449,-73.99709238,40.7163657,"2101"
"1264",17.46382994,-73.97321754,40.74017102,"1512"
"1324",20.48546142,-73.97294804,40.74045177,"1653"
"1680",112.7974335,-73.97315282,40.74035428,"2107"
"2825",36.01913805,-73.98165954,40.74374494,"3235"
"2099",36.25803685,-73.98333426,40.7444487,"2540"
"2114",35.69796932,-73.98321022,40.74439855,"2555"
"2942",36.10808506,-73.98489359,40.74510629,"3380"
"2980",36.13239197,-73.9731524,40.75254456,"3430"
"2735",36.00309037,-73.97475358,40.75322179,"3146"
"1700",36.89062725,-73.97762051,40.72576317,"2140"
"3269",112.6425773,-73.9777142,40.7259513,"3723"
"1701",35.95179923,-73.97674272,40.72694589,"2141"
"3594",113.2963649,-73.9768169,40.72716631,"4175"
"1702",34.83099082,-73.97629937,40.72757697,"2142"
"1746",36.20071538,-73.96771495,40.75598341,"2175"
"4576",112.8294042,-73.96765929,40.75615434,"5606"
"1759",35.98374499,-73.96216632,40.76359326,"2186"
"4527",112.9877193,-73.96211115,40.76375432,"5507"
"1760",35.83946612,-73.96171622,40.76421569,"2187"
"4553",112.8840337,-73.96165449,40.76438598,"5561"
"1795",36.67942082,-73.94350495,40.78916247,"2223"
"3915",112.8816124,-73.94344506,40.78932948,"4661"
"1801",35.95714574,-73.9402141,40.79366861,"2229"
"3998",112.6973123,-73.94015846,40.79383875,"4784"
"1800",36.36541778,-73.94068286,40.79302486,"2228"
"7380",112.7754842,-73.9406199,40.79321189,"9059"
"1807",36.1640871,-73.93693022,40.79815834,"2236"
"4917",113.0554836,-73.93686436,40.79832566,"6068"
"5219",113.6821135,-73.93221528,40.80468443,"6423"
"1820",36.34074694,-73.97552927,40.74525757,"2243"
"1828",34.83364312,-73.97916341,40.74026938,"2251"
"6974",113.1843396,-73.97912825,40.74041576,"8433"
"1830",36.55772632,-73.98006987,40.7390301,"2253"
"3802",112.8645121,-73.98002261,40.73919157,"4533"
"1832",36.23912085,-73.98104099,40.73770109,"2255"
"3559",112.8766891,-73.98095801,40.73790838,"4134"
"1833",35.93357381,-73.9814925,40.73708351,"2256"
"3648",112.8384064,-73.98144229,40.73724328,"4234"
"1834",36.1693845,-73.9819167,40.73649913,"2257"
"6850",112.8163798,-73.98189262,40.73662439,"8182"
"2713",106.7008219,-73.99137059,40.72383411,"3124"
"10534",107.2878791,-73.99142588,40.72368375,"12094"
"11852",27.23381191,-73.99110598,40.7234585,"13743"
"1857",36.00218425,-73.97463606,40.78311095,"2277"
"5981",293.4319201,-73.97444742,40.78320222,"7187"
"1856",36.21501848,-73.9741896,40.78372166,"2276"
"7505",292.8520209,-73.9739591,40.78385936,"9227"
"1860",36.03748883,-73.97278454,40.78565035,"2280"
"3360",292.7973128,-73.97256953,40.7857614,"3870"
"1859",36.18814054,-73.97324564,40.78501741,"2279"
"4599",292.8645158,-73.97303661,40.78512912,"5662"
"1863",36.09870379,-73.9713306,40.78764308,"2283"
"3364",292.8762665,-73.97112048,40.78774996,"3882"
"1865",36.2910457,-73.97041186,40.7888994,"2285"
"4574",292.6963115,-73.97018838,40.78900639,"5600"
"1866",35.83887104,-73.96995155,40.78953416,"2286"
"3354",292.844134,-73.96974611,40.78962952,"3852"
"1874",35.93007397,-73.96393867,40.7977878,"2296"
"1883",34.19953964,-73.97608291,40.78114172,"2305"
"1897",35.75018101,-73.98307392,40.77156991,"2318"
"6123",292.8249755,-73.98282168,40.77167333,"7370"
"1920",35.94999409,-73.94671898,40.79476435,"2341"
"1922",36.08758745,-73.94767032,40.79346019,"2343"
"1925",36.0994263,-73.94908249,40.79153041,"2346"
"1924",35.87140389,-73.94862763,40.7921582,"2345"
"1928",36.66504262,-73.95137719,40.78838613,"2351"
"1931",35.84719235,-73.95372132,40.78514372,"2354"
"1932",36.24223491,-73.9541756,40.78451705,"2355"
"1935",36.18299479,-73.95600586,40.7820068,"2358"
"1936",35.91655058,-73.95646299,40.7813804,"2359"
"1942",35.61335319,-73.95931301,40.77748632,"2365"
"1941",36.63446689,-73.95884995,40.77811462,"2364"
"1948",36.28763204,-73.96308257,40.77231241,"2371"
"1951",35.98014834,-73.96453258,40.77031865,"2374"
"1952",36.16706295,-73.96498851,40.76969167,"2375"
"1955",36.29411863,-73.96636161,40.76781423,"2378"
"1957",35.95155573,-73.96727479,40.76656331,"2380"
"1956",36.0441207,-73.9668245,40.76718255,"2379"
"1958",35.99053681,-73.96772845,40.76593799,"2381"
"1959",36.39547746,-73.96818535,40.7653111,"2382"
"1976",35.6547005,-73.97489175,40.75573734,"2399"
"1978",35.79814456,-73.97398054,40.75699126,"2401"
"1982",36.18534063,-73.97170366,40.76011852,"2405"
"1983",36.39639223,-73.97124084,40.76074752,"2406"
"1988",36.02874903,-73.96887955,40.7639805,"2411"
"1990",36.56316529,-73.96796823,40.76521857,"2413"
"1991",35.84364815,-73.96751255,40.76584548,"2414"
"1992",35.96561643,-73.96705773,40.76647293,"2415"
"1997",36.67565624,-73.96477303,40.76959945,"2420"
"2001",36.28130776,-73.96286256,40.77221908,"2424"
"2010",36.42082332,-73.95770393,40.7792929,"2433"
"2013",36.12622839,-73.95625109,40.78129014,"2436"
"2014",36.39792165,-73.95579277,40.78191328,"2437"
"2015",35.68622735,-73.95533531,40.78254623,"2438"
"2018",36.15596862,-73.95350382,40.78505231,"2441"
"2017",36.0737385,-73.9539607,40.78442662,"2440"
"2023",36.7617482,-73.95020096,40.78953727,"2446"
"2024",35.92230063,-73.94974283,40.79016504,"2447"
"2025",36.11166232,-73.94928464,40.79079415,"2448"
"2026",36.88872693,-73.94881898,40.79141879,"2449"
"2029",35.77386183,-73.94740826,40.79335143,"2452"
